:ID;:LABEL;IVA;first_name;last_name
427;Lawyer;IT32814790179;Antonio;Eco
430;Lawyer;IT56671151001;Adriana;Gremese
433;Lawyer;IT56316200205;Annetta;Botticelli
436;Lawyer;IT93592160688;Piergiuseppe;Borroni
439;Lawyer;IT56791130562;Ippazio;Pavarotti
442;Lawyer;IT86333310232;Giacinto;Molesini
445;Lawyer;IT09632250503;Atenulf;Pugliese
448;Lawyer;IT45899670447;Ippazio;Conti
451;Lawyer;IT43257220475;Diana;Salata
454;Lawyer;IT21467360265;Nicoletta;Maspero
457;Lawyer;IT38909220352;Marcello;Bertoni
460;Lawyer;IT45163010759;Mauro;Monteverdi
463;Lawyer;IT44109630333;Maura;Marzorati
466;Lawyer;IT36277160531;Romolo;Verga
469;Lawyer;IT29830820568;Alina;Canetta
472;Lawyer;IT76939050407;Raffaello;Golgi
475;Lawyer;IT91930580989;Elvira;Endrizzi
478;Lawyer;IT96815070188;Donna;Sbarbaro
481;Lawyer;IT02065400091;Fernanda;Saffi
484;Lawyer;IT62408600955;Uberto;Semitecolo
487;Lawyer;IT54099900778;Eva;Salvo
490;Lawyer;IT30058100311;Sabatino;Almagià
493;Lawyer;IT48425450888;Nico;Bonolis
496;Lawyer;IT10825960635;Michele;Bonaventura
499;Lawyer;IT47055210208;Alberico;Collina
502;Lawyer;IT06697210414;Enzio;Gullotta
505;Lawyer;IT22110920729;Vincentio;Inzaghi
508;Lawyer;IT15667500035;Lilla;Forza
511;Lawyer;IT08859820386;Amedeo;Errani
514;Lawyer;IT76057440976;Diana;Muratori
517;Lawyer;IT72962240460;Giorgia;Palombi
520;Lawyer;IT75493690327;Enzio;Vento
523;Lawyer;IT18950020471;Giulietta;Curiel
526;Lawyer;IT16485690099;Sebastiano;Badoglio
529;Lawyer;IT06834641000;Rodolfo;Pietrangeli
532;Lawyer;IT16334430853;Stella;Pirelli
535;Lawyer;IT02667080531;Umberto;Volterra
538;Lawyer;IT14191130047;Adriana;Nitti
541;Lawyer;IT94999820890;Marco;Foconi
544;Lawyer;IT36390480725;Nadia;Monte
547;Lawyer;IT34750280330;Ornella;Monti
550;Lawyer;IT24671160992;Fabrizio;Dossi
553;Lawyer;IT53864860761;Marcantonio;Tarantini
556;Lawyer;IT54460850297;Tatiana;Majewski
559;Lawyer;IT98125960975;Elisa;Munari
562;Lawyer;IT70942040877;Orazio;Gangemi
565;Lawyer;IT04823750924;Giulia;Iannelli
568;Lawyer;IT45964140722;Elmo;Barracco
571;Lawyer;IT41168080616;Fabrizia;Zaguri
574;Lawyer;IT02062850504;Armando;Oscuro
577;Lawyer;IT53213110850;Simone;Turchetta
580;Lawyer;IT09104991006;Giacobbe;Agostinelli
583;Lawyer;IT60894450240;Saverio;Lombardi
586;Lawyer;IT35214560506;Luisa;Boezio
589;Lawyer;IT54622800214;Rosaria;Comencini
592;Lawyer;IT93209270532;Ottone;Pacomio
595;Lawyer;IT24889480836;Raffaele;Surian
598;Lawyer;IT04715960961;Giulio;Golgi
601;Lawyer;IT22980280113;Raimondo;Infantino
604;Lawyer;IT25213780676;Monica;Donini
607;Lawyer;IT09629910192;Santino;Casarin
610;Lawyer;IT96126230430;Luciana;Fanucci
613;Lawyer;IT09920270197;Ippazio;Rosmini
616;Lawyer;IT79133740344;Melina;Filogamo
619;Lawyer;IT46011430595;Annetta;Tafuri
622;Lawyer;IT92254300285;Adelmo;Travia
625;Lawyer;IT84116858881;Concetta;Cesaroni
628;Lawyer;IT47668831002;Guido;Bertolucci
631;Lawyer;IT24969590819;Ettore;Montessori
634;Lawyer;IT90098650279;Mercedes;Smirnoff
637;Lawyer;IT13773581213;Ninetta;Beccheria
640;Lawyer;IT21285150625;Pomponio;Binaghi
643;Lawyer;IT81074220229;Rodolfo;Savorgnan
646;Lawyer;IT98477490340;Liberto;Ligorio
649;Lawyer;IT73682970204;Arturo;Nitto
652;Lawyer;IT04820970459;Fiorino;Polesel
655;Lawyer;IT84727089991;Tonia;Casellati
658;Lawyer;IT23538421217;Alphons;Guariento
661;Lawyer;IT42376530756;Luigi;Tartaglia
664;Lawyer;IT33262390603;Giancarlo;Rubbia
667;Lawyer;IT45939060468;Osvaldo;Seddio
670;Lawyer;IT90484950192;Eva;Briccialdi
673;Lawyer;IT53501980873;Chiara;Broggini
676;Lawyer;IT44882250945;Gino;Renzi
679;Lawyer;IT77601090648;Natalia;Tamburi
682;Lawyer;IT53653800903;Silvio;Ughi
685;Lawyer;IT03902760028;Antonino;Bataglia
688;Lawyer;IT71570530460;Lina;Pirelli
691;Lawyer;IT44224230381;Paoletta;Saffi
694;Lawyer;IT50153120014;Tonino;Fagotto
697;Lawyer;IT99102210988;Augusto;Bernini
700;Lawyer;IT35234190722;Francesca;Greco
703;Lawyer;IT38051500684;Loredana;Stucchi
706;Lawyer;IT69874510642;Piero;Tommaseo
709;Lawyer;IT52206440969;Susanna;Tuzzolino
712;Lawyer;IT15057348888;Bianca;Nitto
