:LABEL;value;:ID
Email;pina.marino@outlook.com;2
Email;giulio.borrani@outlook.it;7
Email;luchino.gentili@hotmail.it;12
Email;fiorenzo.fracci@yahoo.com;17
Email;paride.canil@hotmail.it;22
Email;gioffre.nicolini@outlook.com;27
Email;gianmarco.regge@yahoo.com;32
Email;ubaldo.smirnoff@libero.it;37
Email;temistocle.gregori@hotmail.com;42
Email;michele.leoncavallo@yahoo.com;47
Email;rosaria.dovara@hotmail.it;52
Email;atenulf.verdi@hotmail.it;57
Email;gaspare.marini@yahoo.com;62
Email;benito.bevilacqua@outlook.com;67
Email;giovanni.magnani@outlook.it;72
Email;filippa.dibiasi@hotmail.com;77
Email;loredana.tedesco@hotmail.it;82
Email;annibale.borroni@outlook.com;87
Email;michelangelo.garzoni@hotmail.it;92
Email;pasquale.loredan@outlook.com;97
Email;ermenegildo.nicolucci@outlook.it;102
Email;toni.branciforte@outlook.com;107
Email;eva.tamburello@hotmail.com;112
Email;victoria.sanudo@gmail.com;117
Email;eleanora.costalonga@hotmail.com;122
Email;simone.vercelloni@gmail.com;127
Email;gabriele.peruzzi@hotmail.com;132
Email;enzio.finotto@outlook.com;137
Email;irma.righi@hotmail.com;142
Email;cristina.silvestri@libero.it;147
Email;carlo.pagliaro@libero.it;152
Email;maurizio.longhena@libero.it;157
Email;napoleone.storladi@hotmail.com;162
Email;alessandra.chindamo@yahoo.com;167
Email;armando.ramazzotti@hotmail.com;172
Email;guido.mazzeo@gmail.com;177
Email;gaspare.gregorio@hotmail.com;182
Email;giuseppe.bramante@gmail.com;187
Email;maria.bompiani@outlook.it;192
Email;pier.canetta@outlook.it;197
Email;alessandra.manunta@hotmail.it;202
Email;gionata.guidotti@hotmail.it;207
Email;sebastiano.faugno@gmail.com;212
Email;nadia.farinelli@hotmail.it;217
Email;ferdinando.pellico@yahoo.com;222
Email;graziella.leblanc@gmail.com;227
Email;augusto.iacobucci@yahoo.com;232
Email;tatiana.sommaruga@libero.it;237
Email;giovanni.malpighi@libero.it;242
Email;filippo.panatta@hotmail.it;247
Email;pietro.spinelli@hotmail.com;252
Email;lisa.tutino@libero.it;257
Email;ermenegildo.spadafora@libero.it;262
Email;maria.galtarossa@outlook.it;267
Email;melina.foletti@libero.it;272
Email;silvio.strangio@outlook.it;277
Email;lidia.collina@libero.it;282
Email;adelasia.malacarne@gmail.com;287
Email;filippo.bresciani@libero.it;292
Email;marisa.camanni@yahoo.com;297
Email;rembrandt.coppola@outlook.com;302
Email;lara.alfonsi@outlook.com;307
Email;rosalia.viviani@hotmail.it;312
Email;fabrizia.zanzi@hotmail.it;317
Email;valentina.savorgnan@gmail.com;322
Email;rita.tropea@hotmail.com;327
Email;enzio.carli@hotmail.it;332
Email;pierpaolo.guidone@hotmail.it;337
Email;osvaldo.pavarotti@outlook.com;342
Email;tullio.giannini@libero.it;347
Email;maura.fuseli@yahoo.com;352
Email;giovanna.mastroianni@hotmail.it;357
Email;gaspare.rosmini@hotmail.com;362
Email;lidia.carocci@hotmail.com;367
Email;guglielmo.bernardini@outlook.it;372
Email;mirco.zabarella@yahoo.com;377
Email;ugo.comisso@outlook.it;382
Email;goffredo.pace@hotmail.com;387
Email;giovanna.farina@hotmail.com;392
Email;sebastiano.bataglia@hotmail.com;397
Email;tonino.trezzini@hotmail.com;402
Email;monica.donati@libero.it;407
Email;simone.pulci@hotmail.it;412
Email;rosaria.orengo@hotmail.com;417
Email;arsenio.renier@hotmail.com;422
Email;rosina.porcellato@gmail.com;427
Email;imelda.pizzetti@hotmail.com;432
Email;romolo.valguarnera@gmail.com;437
Email;toni.zoppetti@outlook.it;442
Email;lucio.leblanc@gmail.com;447
Email;ermanno.malipiero@outlook.it;452
Email;michelotto.bajamonti@outlook.com;457
Email;lucia.acerbi@outlook.it;462
Email;biagio.foscari@outlook.com;467
Email;rosario.filzi@outlook.com;472
Email;romeo.panicucci@outlook.com;477
Email;gianpaolo.randazzo@libero.it;482
Email;geronimo.mortati@gmail.com;487
Email;pompeo.polesel@yahoo.com;492
Email;livia.matteotti@libero.it;497
Email;lamberto.nievo@outlook.it;502
Email;dante.biagi@outlook.com;507
Email;sonia.ariosto@hotmail.it;512
Email;pellegrino.luciani@gmail.com;517
Email;agnolo.malenchini@libero.it;522
Email;gioacchino.giulietti@yahoo.com;527
Email;alessio.bocca@yahoo.com;532
Email;liana.brancaccio@outlook.com;537
Email;virginia.mattarella@hotmail.it;542
Email;mercedes.mengolo@hotmail.it;547
Email;filippo.duodo@libero.it;552
Email;chiara.scamarcio@outlook.com;557
Email;giacinto.canova@outlook.it;562
Email;carolina.giannelli@outlook.it;567
Email;paride.oscuro@outlook.it;572
Email;annetta.gori@hotmail.com;577
Email;pierangelo.luna@yahoo.com;582
Email;bianca.argenti@hotmail.it;587
Email;gianluca.montecchi@outlook.it;592
