last_name;first_name;code;:LABEL;:ID
Villarosa;Micheletto;755478888449;Evaluator;42501
Fieramosca;Giuseppe;812802965507;Evaluator;42504
Calgari;Giuseppe;717591445509;Evaluator;42507
Riccati;Sabatino;286949670919;Evaluator;42510
Galiazzo;Isa;254149427209;Evaluator;42513
Offredi;Hugo;14032306186;Evaluator;42516
Semitecolo;Giada;687131525131;Evaluator;42519
Offredi;Marcella;238912077843;Evaluator;42522
Toscani;Nina;712592523284;Evaluator;42525
Condoleo;Marisa;853396684822;Evaluator;42528
Colletti;Bianca;370209292316;Evaluator;42531
Battelli;Ermanno;261036867612;Evaluator;42534
Tozzi;Griselda;835949789220;Evaluator;42537
Caccianemico;Paolo;695913676838;Evaluator;42540
Pacillo;Gianfrancesco;699444920366;Evaluator;42543
Trupiano;Enrico;971158257711;Evaluator;42546
Foconi;Valentina;902546784310;Evaluator;42549
Santoro;Gilberto;188517285943;Evaluator;42552
Stradivari;Giovanna;367737503802;Evaluator;42555
Cavanna;Danilo;530134106171;Evaluator;42558
Cibin;Hugo;466506055742;Evaluator;42561
Lopresti;Loretta;909511000138;Evaluator;42564
Tosi;Claudio;986191691853;Evaluator;42567
Tagliafierro;Marco;791038525518;Evaluator;42570
Galeati;Lara;652624134221;Evaluator;42573
Riccardi;Luchino;725560918095;Evaluator;42576
Pietrangeli;Ludovica;3576496209;Evaluator;42579
Botticelli;Ermenegildo;29428514901;Evaluator;42582
Morosini;Ruggero;567295082581;Evaluator;42585
Schicchi;Lauretta;785219551319;Evaluator;42588
Segni;Pina;794099581021;Evaluator;42591
Farina;Diana;419590799454;Evaluator;42594
Togliatti;Gioacchino;627440189536;Evaluator;42597
Priuli;Piergiuseppe;674260418659;Evaluator;42600
Polesel;Marina;103049494629;Evaluator;42603
Missoni;Coluccio;608541507686;Evaluator;42606
Branciforte;Calcedonio;904618541158;Evaluator;42609
Sorrentino;Armando;65041399911;Evaluator;42612
Vespa;Gian;323491725417;Evaluator;42615
Orsini;Vito;618204725359;Evaluator;42618
Malipiero;Annamaria;372777189488;Evaluator;42621
Schiavo;Sandro;805175722098;Evaluator;42624
Zoppetto;Calcedonio;499387269237;Evaluator;42627
Papafava;Giovanna;502855860346;Evaluator;42630
Mondaini;Antonio;286784061563;Evaluator;42633
Doria;Guido;362123493498;Evaluator;42636
Zito;Gino;453588779133;Evaluator;42639
Canova;Viridiana;76559581314;Evaluator;42642
Cannizzaro;Adelasia;930506735746;Evaluator;42645
Micca;Etta;334766309510;Evaluator;42648
Odescalchi;Pierluigi;968739192967;Evaluator;42651
Tropea;Annamaria;792179015816;Evaluator;42654
Altera;Donatello;616927690889;Evaluator;42657
Sabbatini;Virginia;623477719176;Evaluator;42660
Marrone;Matilda;983618158731;Evaluator;42663
Novaro;Nicoletta;574773657741;Evaluator;42666
Vitturi;Serena;407603806349;Evaluator;42669
Cutuli;Ruggero;298646929552;Evaluator;42672
Scialpi;Riccardo;241473421458;Evaluator;42675
Gatto;Lorenzo;203268718739;Evaluator;42678
Sbarbaro;Adriano;636286926997;Evaluator;42681
Vergassola;Tonino;249896435861;Evaluator;42684
Zabarella;Enzo;814963064986;Evaluator;42687
Borghese;Luciana;883672187039;Evaluator;42690
Ciampi;Valeria;293222121634;Evaluator;42693
Casaleggio;Arsenio;357832425635;Evaluator;42696
Boccaccio;Sophia;491410489518;Evaluator;42699
Lanfranchi;Livio;310489972912;Evaluator;42702
Nievo;Marco;353126711480;Evaluator;42705
Bajardi;Liana;201890234555;Evaluator;42708
Brichese;Benvenuto;536347214016;Evaluator;42711
Giammusso;Sante;46898938051;Evaluator;42714
Trupiano;Angelina;122012926154;Evaluator;42717
Rinaldi;Pierangelo;339343507661;Evaluator;42720
Tosto;Damiano;685578158286;Evaluator;42723
Toselli;Silvestro;569757335770;Evaluator;42726
Spadafora;Anita;357596594396;Evaluator;42729
Sbarbaro;Maria;458089136350;Evaluator;42732
Vecellio;Gianni;356807475423;Evaluator;42735
Salata;Pompeo;915305201887;Evaluator;42738
Giulietti;Paride;537710166241;Evaluator;42741
Riccardi;Danilo;564642545892;Evaluator;42744
Gianvecchio;Corrado;409247809766;Evaluator;42747
Maglio;Guglielmo;973444841703;Evaluator;42750
Toso;Vito;211158794471;Evaluator;42753
Pacomio;Pier;344681644275;Evaluator;42756
Trincavelli;Amico;657120231672;Evaluator;42759
Gagliano;Saverio;942624440572;Evaluator;42762
Dovara;Beppe;211675087101;Evaluator;42765
Barzini;Flora;826467516675;Evaluator;42768
Cattaneo;Natalia;559839543557;Evaluator;42771
Sanudo;Antonello;83451019531;Evaluator;42774
Bertolucci;Paolo;338992693531;Evaluator;42777
Raurica;Sandra;332097585435;Evaluator;42780
Versace;Antonio;881617010973;Evaluator;42783
Loredan;Giovanna;224425279774;Evaluator;42786
Geraci;Tonino;679892877600;Evaluator;42789
Malacarne;Aurora;636253569313;Evaluator;42792
Passalacqua;Fiamma;264818491681;Evaluator;42795
Bertoni;Emma;10108666148;Evaluator;42798
Gussoni;Alessandro;120569757989;Evaluator;42801
Sinisi;Micheletto;51290669351;Evaluator;42804
Acerbi;Filippo;668767650094;Evaluator;42807
Bertoli;Lamberto;844583797039;Evaluator;42810
Biagiotti;Annamaria;963608740143;Evaluator;42813
Anastasi;Niccolò;18819776815;Evaluator;42816
Tomasini;Gelsomina;569469403440;Evaluator;42819
Petrucelli;Luigi;324919984440;Evaluator;42822
Trincavelli;Uberto;999353614649;Evaluator;42825
Trotta;Lamberto;478636147001;Evaluator;42828
Conte;Donatello;551441236290;Evaluator;42831
Capecchi;Piergiuseppe;937341354306;Evaluator;42834
Giannini;Luigina;554905698626;Evaluator;42837
Calbo;Guglielmo;120129880396;Evaluator;42840
Polizzi;Alfio;716910952782;Evaluator;42843
Cagnotto;Calcedonio;361407316304;Evaluator;42846
Bova;Ivan;28536471889;Evaluator;42849
Leoncavallo;Vincenzo;57242419540;Evaluator;42852
Udinese;Raffaellino;544800145754;Evaluator;42855
Martinelli;Armando;789966913890;Evaluator;42858
Pellegrini;Matteo;253580116330;Evaluator;42861
Leone;Agostino;418094809453;Evaluator;42864
Gangemi;Germana;957228515700;Evaluator;42867
Toselli;Letizia;284898263415;Evaluator;42870
Sollima;Jacopo;103655539064;Evaluator;42873
Nonis;Atenulf;801580351863;Evaluator;42876
Turci;Gianfrancesco;223850267002;Evaluator;42879
Pavarotti;Venancio;878146027900;Evaluator;42882
Goldstein;Teresa;697506922877;Evaluator;42885
Leblanc;Agostino;635155939711;Evaluator;42888
Durante;Claudio;343481352577;Evaluator;42891
Pignatti;Tina;590459797892;Evaluator;42894
Salvemini;Guglielmo;586485957000;Evaluator;42897
Paoletti;Armando;496272114065;Evaluator;42900
Vecellio;Domenico;464318923156;Evaluator;42903
Marzorati;Armando;195870720405;Evaluator;42906
Antonioni;Cipriano;301214400919;Evaluator;42909
Bataglia;Bianca;959934792089;Evaluator;42912
Galilei;Nino;132103668122;Evaluator;42915
Iacobucci;Sonia;818158502301;Evaluator;42918
Pizziol;Giacinto;455534969247;Evaluator;42921
Fuseli;Giacomo;110340637088;Evaluator;42924
Mazzi;Isa;981801075105;Evaluator;42927
Sinisi;Amadeo;677310824866;Evaluator;42930
Bodoni;Eva;582801490342;Evaluator;42933
Argurio;Durante;787005899174;Evaluator;42936
Avogadro;Augusto;724109033898;Evaluator;42939
Aporti;Alessandra;340031603116;Evaluator;42942
Vigorelli;Melissa;254517871023;Evaluator;42945
Priuli;Leone;722367775151;Evaluator;42948
Avogadro;Federigo;242722275759;Evaluator;42951
Stoppani;Sabatino;496111583667;Evaluator;42954
Solimena;Silvestro;59363000759;Evaluator;42957
Prada;Fredo;25710756282;Evaluator;42960
Colletti;Livia;829237428675;Evaluator;42963
Puglisi;Sebastiano;944833561028;Evaluator;42966
Camiscione;Ippazio;153595380166;Evaluator;42969
Travia;Bruno;872404287942;Evaluator;42972
Boaga;Giovanna;308668924363;Evaluator;42975
Mantegazza;Guglielmo;631481795021;Evaluator;42978
Conte;Pietro;779051598289;Evaluator;42981
Stucchi;Amico;674240528850;Evaluator;42984
Battaglia;Jacopo;181635514835;Evaluator;42987
Paruta;Agostino;693794636258;Evaluator;42990
Pagnotto;Lucia;52987724259;Evaluator;42993
Abba;Durante;856825168357;Evaluator;42996
Valier;Arnulfo;541037560309;Evaluator;42999
Petrucelli;Antonio;349064135159;Evaluator;43002
Lombardo;Sante;1699054073;Evaluator;43005
Federici;Laureano;184358666753;Evaluator;43008
Nitto;Patrizia;327747174917;Evaluator;43011
Berrè;Griselda;32308789767;Evaluator;43014
Paganini;Ernesto;225373159946;Evaluator;43017
Maderna;Ernesto;663446258187;Evaluator;43020
Grossi;Serena;321756791306;Evaluator;43023
Omma;Antonietta;509341729292;Evaluator;43026
Bertolucci;Pomponio;773561156109;Evaluator;43029
Zecchini;Fiamma;764678013459;Evaluator;43032
Petruzzi;Guido;483970712085;Evaluator;43035
Natta;Gioffre;48434119189;Evaluator;43038
Bignami;Pietro;227099279909;Evaluator;43041
Barbarigo;Piergiorgio;124967092775;Evaluator;43044
Borghese;Graziella;173190021680;Evaluator;43047
Cuda;Beppe;845715931697;Evaluator;43050
Soprano;Uberto;680986968629;Evaluator;43053
Esposito;Marina;35117957687;Evaluator;43056
Badoglio;Jacopo;722043863611;Evaluator;43059
Lussu;Annetta;517895127616;Evaluator;43062
Morandi;Annalisa;691679691331;Evaluator;43065
Turchetta;Ugolino;322809365062;Evaluator;43068
Ajello;Severino;943755985480;Evaluator;43071
Randazzo;Annamaria;512150536779;Evaluator;43074
Columbo;Nico;404533903950;Evaluator;43077
Toldo;Dino;475907555924;Evaluator;43080
Tamburello;Ilaria;551660192342;Evaluator;43083
Bernini;Etta;391759168086;Evaluator;43086
Telesio;Ugo;30744052322;Evaluator;43089
Sanguineti;Antonino;138485039715;Evaluator;43092
Galiazzo;Ivo;699592213093;Evaluator;43095
Fattori;Loretta;266420748901;Evaluator;43098
Ricolfi;Adelmo;982483239525;Evaluator;43101
Taliercio;Cipriano;386430861930;Evaluator;43104
Trillini;Antonina;268491620970;Evaluator;43107
Marcacci;Giuliano;767865553516;Evaluator;43110
Martinelli;Bruno;307965526638;Evaluator;43113
Pagliaro;Gionata;731696005747;Evaluator;43116
Galilei;Panfilo;219747091061;Evaluator;43119
Gadda;Luigi;981137326710;Evaluator;43122
Bandello;Nicola;276661633654;Evaluator;43125
Barcella;Milo;911661007484;Evaluator;43128
Argurio;Romolo;358724239997;Evaluator;43131
Ammaniti;Gioele;527595373182;Evaluator;43134
Villadicani;Vittorio;992325501567;Evaluator;43137
Zanichelli;Bernardo;275231081088;Evaluator;43140
Gradenigo;Antonio;665783206529;Evaluator;43143
Trentini;Arnulfo;763685339773;Evaluator;43146
Tarantini;Marina;21690974851;Evaluator;43149
Magrassi;Armando;706537783953;Evaluator;43152
Albertini;Monica;258053669522;Evaluator;43155
Zola;Silvia;369586799259;Evaluator;43158
Prati;Sebastiano;271486419613;Evaluator;43161
Cainero;Tullio;858920452769;Evaluator;43164
Roncalli;Achille;816499065505;Evaluator;43167
Vecellio;Paride;945738187434;Evaluator;43170
Malatesta;Gianluigi;8739750574;Evaluator;43173
Verdi;Eleanora;339093684911;Evaluator;43176
Muti;Giuliano;885060403887;Evaluator;43179
Torricelli;Daniele;538279805620;Evaluator;43182
Durante;Paride;4861362872;Evaluator;43185
Mazzacurati;Amico;866255504057;Evaluator;43188
Esposito;Gianna;556071813817;Evaluator;43191
Gremese;Ramona;553139045052;Evaluator;43194
Bottigliero;Loretta;765439640255;Evaluator;43197
Cadorna;Gianpietro;272028598977;Evaluator;43200
Tommaseo;Sonia;981143814852;Evaluator;43203
Lussu;Adamo;745864397512;Evaluator;43206
Nonis;Alessia;201384821452;Evaluator;43209
Lovato;Gianluca;359947305676;Evaluator;43212
Stradivari;Chiara;228066984655;Evaluator;43215
Verdone;Santino;420836672229;Evaluator;43218
Sibilia;Donatella;912784098028;Evaluator;43221
Cocci;Silvia;301462913774;Evaluator;43224
Giannetti;Sante;398905934578;Evaluator;43227
Avogadro;Umberto;171019862785;Evaluator;43230
Donatoni;Sandra;492001624833;Evaluator;43233
Basadonna;Berenice;839214629636;Evaluator;43236
Federici;Atenulf;552688550661;Evaluator;43239
Porzio;Giancarlo;603543929605;Evaluator;43242
Grossi;Amalia;655221621516;Evaluator;43245
Lerner;Marta;406303179532;Evaluator;43248
Porzio;Raimondo;771149234958;Evaluator;43251
Curci;Alessandro;514578875156;Evaluator;43254
Bodoni;Rosa;648001454869;Evaluator;43257
Satriani;Francesca;640666305302;Evaluator;43260
Gucci;Delfino;856161911575;Evaluator;43263
Mattarella;Enrico;701817717526;Evaluator;43266
Ciani;Nicoletta;780089131801;Evaluator;43269
Merisi;Federico;73301230357;Evaluator;43272
Vidoni;Ignazio;358598279968;Evaluator;43275
Venditti;Giada;687894987552;Evaluator;43278
Corcos;Annunziata;572263039783;Evaluator;43281
Tarantino;Alphons;572309963560;Evaluator;43284
Brunelleschi;Vittoria;825268306732;Evaluator;43287
Monteverdi;Morena;813499515697;Evaluator;43290
Peruzzi;Girolamo;381856613169;Evaluator;43293
Mimun;Piergiorgio;644715938611;Evaluator;43296
Cristoforetti;Roman;668510978869;Evaluator;43299
Armellini;Aurora;19519111990;Evaluator;43302
Foconi;Federigo;357945410361;Evaluator;43305
Gibilisco;Alina;633464292155;Evaluator;43308
Palumbo;Pietro;547978773317;Evaluator;43311
Juvara;Viridiana;226551137094;Evaluator;43314
