:ID;:LABEL;value
3;Phone;393805823402
8;Phone;393869443243
13;Phone;393846710354
18;Phone;393896742227
23;Phone;393824947253
28;Phone;393873123378
33;Phone;393853661161
38;Phone;393774264703
43;Phone;393866647640
48;Phone;393849550152
53;Phone;393741543385
58;Phone;393820436947
63;Phone;393880559115
68;Phone;393821696932
73;Phone;393750071657
78;Phone;393787747228
83;Phone;393805734498
88;Phone;393846647829
93;Phone;393766082052
98;Phone;393809933655
103;Phone;393764545134
108;Phone;393760702770
113;Phone;393806311065
118;Phone;393849446889
123;Phone;393783874248
128;Phone;393887686790
133;Phone;393777378511
138;Phone;393765553360
143;Phone;393755808159
148;Phone;393743649561
153;Phone;393827370572
158;Phone;393813774437
163;Phone;393892380859
168;Phone;393799993762
173;Phone;393885488764
178;Phone;393848185043
183;Phone;393855612243
188;Phone;393831298733
193;Phone;393822039739
198;Phone;393871187462
203;Phone;393823341695
208;Phone;393885196734
213;Phone;393797318746
218;Phone;393851914775
223;Phone;393809900352
228;Phone;393812230405
233;Phone;393840560944
238;Phone;393875412916
243;Phone;393765443265
248;Phone;393764758836
253;Phone;393898149620
258;Phone;393771898464
263;Phone;393896079115
268;Phone;393769481800
273;Phone;393766515998
278;Phone;393765874249
283;Phone;393856798495
288;Phone;393840196959
293;Phone;393808112785
298;Phone;393792071823
303;Phone;393897240054
308;Phone;393856630184
313;Phone;393842383405
318;Phone;393834096364
323;Phone;393853599974
328;Phone;393806483014
333;Phone;393825942078
338;Phone;393859944931
343;Phone;393827793881
348;Phone;393769539956
353;Phone;393785002567
358;Phone;393892297903
363;Phone;393791568364
368;Phone;393838293598
373;Phone;393895553924
378;Phone;393741316596
383;Phone;393787125908
388;Phone;393783682403
393;Phone;393899202907
398;Phone;393765021264
