:ID;:LABEL;value
4;SSN;BCCMRC22M68L546S
9;SSN;TRRLLT23M28A527W
14;SSN;BLDFRN70M63E957J
19;SSN;NVIGMR34D60A555B
24;SSN;PSLMCL69R16C231H
29;SSN;CSTGCB04E51A110S
34;SSN;CRSRML24T47E730T
39;SSN;FRSRSL15H10D511T
44;SSN;CMNPLT49E06E241A
49;SSN;PSCSLO11R27I742U
54;SSN;LXRNTL43R18H021T
59;SSN;BCCMRN70S15M336Q
64;SSN;MNTDNL86T18A005W
69;SSN;GBRCRT84P13I139P
74;SSN;TRPGNR64M42A389D
79;SSN;MRCBTN81D23M098P
84;SSN;BRCVNN85M44E078G
89;SSN;PGLRNF97T44E334D
94;SSN;MMNRMI12B17E354I
99;SSN;VSNMLN58A23I947C
104;SSN;CDRPRD69R48D805C
109;SSN;RTSNSD20E59E995Y
114;SSN;SLVRSN52P27L806B
119;SSN;GNTHGU82B46I412R
124;SSN;CFRLSI04P20M403K
129;SSN;PDVMCL00C26H206Q
134;SSN;GSPMLN16E15B823T
139;SSN;TSTVCR86B26H465K
144;SSN;GMMNNL16H47B262U
149;SSN;GRNLLN83D15I529L
154;SSN;PRNSIA78B27L396H
159;SSN;MRLTTN33P15M170C
164;SSN;VNVDRN51B62M052B
169;SSN;PCCCML85S65I368G
174;SSN;FNTGDU92C57C336U
179;SSN;QSMGRG02L23I093Z
184;SSN;CSTSLS58E65B300F
189;SSN;TRMLPD40S62F619K
194;SSN;BTTNGC08C02C385I
199;SSN;FTTSLV71S56A700B
204;SSN;FLZGNR96L61H608M
209;SSN;CBCGNE28P17E379K
214;SSN;TRBDNT11L68A954I
219;SSN;CLGRFL88R21C750E
224;SSN;PSTGSI35R56L823K
229;SSN;CSRGLI34E16A709T
234;SSN;BCCGNL04H62G506H
239;SSN;GLTGUO47S57B294U
244;SSN;TMSMRN97H12I140F
249;SSN;DSSSTN39D51B862L
254;SSN;FLNMRA63S01E814X
259;SSN;SPLMRN00B52I607L
264;SSN;LNFRGR98E51G590V
269;SSN;PVRRMN28M14M194V
274;SSN;VDORFL11P07E506O
279;SSN;TMBGCT35T42D725W
284;SSN;CSRRCT43D64I237J
289;SSN;GBRCCL51C02A958H
294;SSN;GRDGSI11R60A713C
299;SSN;BRNGFR88L62L185R
304;SSN;LVTFRN73R08D903N
309;SSN;DRGMCL30L46L567O
314;SSN;RNZPLM05R04D988T
319;SSN;BRSLDC38R52G137E
324;SSN;BRNLNE65L21G697P
329;SSN;GTTCRN34A03D688F
334;SSN;BRRLCU31B50C594E
339;SSN;CBTRLD72A43B110A
344;SSN;PPFRSN44A09E125X
349;SSN;SLVRNT61E16A492X
354;SSN;TRVMRA00R02G813E
359;SSN;VLLLSU63H09E102D
364;SSN;MRGPRI39C64F409W
369;SSN;PRNRFL92C61B424G
374;SSN;MNTNGL34D54D367T
379;SSN;FRMVRC35E03D480Y
384;SSN;NBLPLA29L46I975A
389;SSN;BNVGVN33M17B910S
394;SSN;SFFSLO56L11F966H
399;SSN;PTRMRA83E10D815P
