:LABEL;value;:ID
Email;dante.interminelli@gmail.com;2
Email;giampiero.cesarotti@gmail.com;7
Email;danilo.canevascini@outlook.com;12
Email;nicoletta.baglioni@yahoo.com;17
Email;flavia.avogadro@hotmail.com;22
Email;griselda.parpinel@gmail.com;27
Email;veronica.castioni@gmail.com;32
Email;gastone.nicolini@yahoo.com;37
Email;valerio.cundari@gmail.com;42
Email;rosario.bosio@hotmail.com;47
Email;coriolano.staglieno@gmail.com;52
Email;raimondo.pisacane@gmail.com;57
Email;massimiliano.trombetta@hotmail.com;62
Email;francesco.cremonesi@gmail.com;67
Email;durante.mantegazza@outlook.com;72
Email;clelia.venditti@hotmail.it;77
Email;martino.saracino@gmail.com;82
Email;antonella.impastato@yahoo.com;87
Email;maurilio.garrone@outlook.it;91
Email;nino.rosmini@hotmail.com;95
