:ID;:LABEL;first_name;last_name;full_name
655375;Customer;Giulietta;Tomasetti;Giulietta Tomasetti
655380;Customer;Sandro;Paltrinieri;Sandro Paltrinieri
655385;Customer;Hugo;Tron;Hugo Tron
655390;Customer;Rocco;Letta;Rocco Letta
655395;Customer;Benedetto;Sollima;Benedetto Sollima
655400;Customer;Cecilia;Redi;Cecilia Redi
655405;Customer;Gioachino;Faranda;Gioachino Faranda
655410;Customer;Ermes;Borsiere;Ermes Borsiere
655415;Customer;Manuel;Guarato;Manuel Guarato
655420;Customer;Nedda;Antonello;Nedda Antonello
655425;Customer;Rodolfo;Garobbio;Rodolfo Garobbio
655430;Customer;Claudia;Stein;Claudia Stein
655435;Customer;Benito;Pisano;Benito Pisano
655440;Customer;Rocco;Capuana;Rocco Capuana
655445;Customer;Gabriele;Nosiglia;Gabriele Nosiglia
655450;Customer;Bianca;Stefanelli;Bianca Stefanelli
655455;Customer;Piero;Gori;Piero Gori
655460;Customer;Gilberto;Cendron;Gilberto Cendron
655465;Customer;Giancarlo;Correr;Giancarlo Correr
655470;Customer;Griselda;Zecchini;Griselda Zecchini
655475;Customer;Cecilia;Squarcione;Cecilia Squarcione
655480;Customer;Adele;Aulenti;Adele Aulenti
655485;Customer;Tiziano;Germano;Tiziano Germano
655490;Customer;Francesco;Valentino;Francesco Valentino
655495;Customer;Riccardo;Amato;Riccardo Amato
655500;Customer;Giulio;Piane;Giulio Piane
655505;Customer;Giovanna;Petrucelli;Giovanna Petrucelli
655510;Customer;Cassandra;Paoletti;Cassandra Paoletti
655515;Customer;Tatiana;Pozzecco;Tatiana Pozzecco
655520;Customer;Melania;Torlonia;Melania Torlonia
655525;Customer;Gabriella;Cimarosa;Gabriella Cimarosa
655530;Customer;Viridiana;Filangieri;Viridiana Filangieri
655535;Customer;Ennio;Tartini;Ennio Tartini
655540;Customer;Vanessa;Baroffio;Vanessa Baroffio
655545;Customer;Luigi;Fogazzaro;Luigi Fogazzaro
655550;Customer;Tatiana;Mascheroni;Tatiana Mascheroni
655555;Customer;Vanessa;Detti;Vanessa Detti
655560;Customer;Marina;Tanzini;Marina Tanzini
655565;Customer;Antonello;Dellucci;Antonello Dellucci
655570;Customer;Gianluigi;Bartoli;Gianluigi Bartoli
655575;Customer;Beppe;Caffarelli;Beppe Caffarelli
655580;Customer;Serena;Donatoni;Serena Donatoni
655585;Customer;Salvatore;Dallapé;Salvatore Dallapé
655590;Customer;Gianluigi;Falier;Gianluigi Falier
655595;Customer;Luigina;Avogadro;Luigina Avogadro
655600;Customer;Galasso;Guarneri;Galasso Guarneri
655605;Customer;Federica;Tozzi;Federica Tozzi
655610;Customer;Gianluigi;Guglielmi;Gianluigi Guglielmi
655615;Customer;Etta;Malaparte;Etta Malaparte
655620;Customer;Angelo;Chiaramonte;Angelo Chiaramonte
655625;Customer;Mattia;Luxardo;Mattia Luxardo
655630;Customer;Elvira;Amaldi;Elvira Amaldi
655635;Customer;Pina;Sobrero;Pina Sobrero
655640;Customer;Melissa;Zanazzo;Melissa Zanazzo
655645;Customer;Arnaldo;Acerbi;Arnaldo Acerbi
655650;Customer;Ruggero;Tartini;Ruggero Tartini
655655;Customer;Lolita;Geraci;Lolita Geraci
655660;Customer;Lidia;Lopresti;Lidia Lopresti
655665;Customer;Giacinto;Paoletti;Giacinto Paoletti
655670;Customer;Diana;Broschi;Diana Broschi
655675;Customer;Raffaello;Ferragni;Raffaello Ferragni
655680;Customer;Zaira;Navone;Zaira Navone
655685;Customer;Antonello;Fabbri;Antonello Fabbri
655690;Customer;Livia;Giolitti;Livia Giolitti
655695;Customer;Alfredo;Caboto;Alfredo Caboto
655700;Customer;Adamo;Ajello;Adamo Ajello
655705;Customer;Ignazio;Gaito;Ignazio Gaito
655710;Customer;Amadeo;Tirabassi;Amadeo Tirabassi
655715;Customer;Cipriano;Conti;Cipriano Conti
655720;Customer;Valentina;Tutino;Valentina Tutino
655725;Customer;Greca;Canetta;Greca Canetta
655730;Customer;Ugolino;Fallaci;Ugolino Fallaci
655735;Customer;Damiano;Ungaretti;Damiano Ungaretti
655740;Customer;Camilla;Caboto;Camilla Caboto
