:ID;:LABEL;code;first_name;last_name
761626;Evaluator;772934074369;Federica;Sgarbi
761629;Evaluator;710854311938;Nedda;Mastandrea
761632;Evaluator;911838937092;Camilla;Rosiello
761635;Evaluator;484008263689;Mirco;Gabrieli
761638;Evaluator;602785710092;Lolita;Scarpetta
761641;Evaluator;757796831245;Antonietta;Sansoni
761644;Evaluator;345832423438;Gianluigi;Vespucci
761647;Evaluator;403221774348;Fiamma;Camicione
761650;Evaluator;64542343186;Francesco;Guarana
761653;Evaluator;230300450841;Ninetta;Dossi
761656;Evaluator;632104157210;Gioacchino;Montalti
761659;Evaluator;628564426782;Greco;Casaleggio
761662;Evaluator;470160769061;Uberto;Guarana
761665;Evaluator;346217906218;Alfredo;Tornatore
761668;Evaluator;257391329324;Isa;Vitturi
761671;Evaluator;167293485101;Dina;Munari
761674;Evaluator;719241084977;Diana;Proietti
761677;Evaluator;665801326642;Liberto;Bodoni
761680;Evaluator;782768668723;Francesca;Villadicani
761683;Evaluator;267286609983;Lamberto;Pontecorvo
761686;Evaluator;832005996612;Alina;Casarin
761689;Evaluator;141796442188;Massimo;Giannelli
761692;Evaluator;959722684493;Arnaldo;Dalla
761695;Evaluator;837630820431;Roberta;Bonolis
761698;Evaluator;657144807505;Ramona;Agostini
761701;Evaluator;295695941713;Gioachino;Trevisan
761704;Evaluator;837735284820;Torquato;Sabatini
761707;Evaluator;144211443799;Serena;Battaglia
761710;Evaluator;332484051033;Benedetto;Pertile
761713;Evaluator;222752407642;Iolanda;Gentili
761716;Evaluator;784624910426;Michelangelo;Golino
761719;Evaluator;270554497118;Marissa;Druso
761722;Evaluator;680592932960;Arnaldo;Cusano
761725;Evaluator;427818221672;Sandra;Mattarella
761728;Evaluator;72737357936;Sole;Baroffio
761731;Evaluator;423535575152;Sole;Draghi
761734;Evaluator;357822890104;Virginia;Guidone
761737;Evaluator;607609684090;Melina;Martinelli
761740;Evaluator;946746032253;Bianca;Staglieno
761743;Evaluator;142557970568;Sabatino;Nolcini
761746;Evaluator;17996054665;Calogero;Satta
761749;Evaluator;340144816269;Valerio;Taliercio
761752;Evaluator;391217021070;Cassandra;Padovano
761755;Evaluator;958907154576;Augusto;Ajello
761758;Evaluator;445443604624;Fulvio;Dossetti
