last_name;first_name;code;:LABEL;:ID
Vismara;Gian;586936221700;Evaluator;619401
Dandolo;Donatella;57412681734;Evaluator;619404
Tomasini;Enzio;764807348232;Evaluator;619407
Abate;Tatiana;388053467145;Evaluator;619410
Poerio;Gaspare;718376402955;Evaluator;619413
Serao;Amedeo;667280998415;Evaluator;619416
Bixio;Ida;529835884560;Evaluator;619419
Lettiere;Irma;37858836496;Evaluator;619422
Manunta;Costantino;244001275922;Evaluator;619425
Nicolini;Amedeo;138470359059;Evaluator;619428
Roero;Amalia;498154471443;Evaluator;619431
Greggio;Vincenza;238516699156;Evaluator;619434
Spallanzani;Fulvio;55704682518;Evaluator;619437
Paolini;Orazio;81458233368;Evaluator;619440
Giulietti;Biagio;366646001690;Evaluator;619443
Petrassi;Evangelista;236024496155;Evaluator;619446
Filogamo;Benvenuto;939439161373;Evaluator;619449
Guariento;Cesare;932240687136;Evaluator;619452
Abbagnale;Lara;976528998435;Evaluator;619455
Tommaseo;Paride;776519024675;Evaluator;619458
Sforza;Maria;598869016614;Evaluator;619461
Berengario;Aurora;848282386470;Evaluator;619464
Cundari;Ettore;70944292904;Evaluator;619467
Greggio;Elisa;374644539434;Evaluator;619470
Nordio;Maurilio;596427538476;Evaluator;619473
Aldobrandi;Rocco;56015847474;Evaluator;619476
Proietti;Tullio;291358769209;Evaluator;619479
Turati;Ermanno;564936835129;Evaluator;619482
Camanni;Giovanna;252946808903;Evaluator;619485
Einaudi;Ugolino;813164003400;Evaluator;619488
Guicciardini;Adelasia;725512093774;Evaluator;619491
Montanari;Isa;232448852047;Evaluator;619494
Fioravanti;Olga;862799003729;Evaluator;619497
Barberini;Amedeo;632129978450;Evaluator;619500
Grossi;Antonina;597928968279;Evaluator;619503
Curatoli;Gioachino;889715949655;Evaluator;619506
Anichini;Tatiana;558499889243;Evaluator;619509
Caccioppoli;Ramona;431043379293;Evaluator;619512
Bixio;Francesca;591015313505;Evaluator;619515
Mondaini;Costantino;441106956386;Evaluator;619518
Cutrufo;Letizia;353299988586;Evaluator;619521
Gaito;Anita;615240564843;Evaluator;619524
Sollima;Franco;60077899883;Evaluator;619527
Bergoglio;Aurora;866044739693;Evaluator;619530
Curatoli;Damiano;789829779565;Evaluator;619533
Broggini;Massimo;827328430194;Evaluator;619536
Panzera;Emma;133043322994;Evaluator;619539
Pisano;Federico;459312988276;Evaluator;619542
Cherubini;Mariana;625761583229;Evaluator;619545
Zaccagnini;Puccio;667704754303;Evaluator;619548
Vianello;Fedele;118412017791;Evaluator;619551
Santi;Jolanda;204148179071;Evaluator;619554
Cremonesi;Eleanora;378838843526;Evaluator;619557
Germano;Laura;920011669644;Evaluator;619560
Vercelloni;Erika;4051566734;Evaluator;619563
Casadei;Adriano;23627432080;Evaluator;619566
Soffici;Gioachino;518927810705;Evaluator;619569
Brichese;Niccolò;280413339793;Evaluator;619572
Cabibbo;Guglielmo;570097926296;Evaluator;619575
Lombardi;Antonello;389491589277;Evaluator;619578
Mozart;Marina;829897572510;Evaluator;619581
Antonioni;Pomponio;536516755618;Evaluator;619584
Gabrieli;Lara;979955744933;Evaluator;619587
Maderna;Gelsomina;715444060328;Evaluator;619590
Mercantini;Priscilla;206758740137;Evaluator;619593
Finetti;Federica;372224819370;Evaluator;619596
Tedesco;Matilda;471056122028;Evaluator;619599
Brambilla;Marina;634148225197;Evaluator;619602
Zaguri;Giacomo;734612684976;Evaluator;619605
Bonomo;Fulvio;308197064885;Evaluator;619608
Giannotti;Eliana;508324872375;Evaluator;619611
Tamburi;Oreste;398946468028;Evaluator;619614
Dulbecco;Dino;812018958527;Evaluator;619617
Tresoldi;Eleanora;420313956544;Evaluator;619620
Valier;Gioffre;302771732673;Evaluator;619623
Castelli;Fabio;664395710657;Evaluator;619626
Pizzamano;Ninetta;624146776257;Evaluator;619629
Dovara;Daniele;348938174666;Evaluator;619632
Ricci;Vincentio;123690156236;Evaluator;619635
Giusti;Livio;122954580178;Evaluator;619638
Iannucci;Ludovica;961405911251;Evaluator;619641
Longhena;Nicola;932176199892;Evaluator;619644
Coppola;Telemaco;831711871189;Evaluator;619647
Pucci;Gioachino;257009254615;Evaluator;619650
Manzoni;Sante;805823185114;Evaluator;619653
Ginesio;Romeo;74168533219;Evaluator;619656
Monti;Bianca;402305450212;Evaluator;619659
Camanni;Federico;57614270694;Evaluator;619662
Modugno;Ilaria;178992185576;Evaluator;619665
Speri;Sandra;244430012650;Evaluator;619668
Errani;Ottavio;164594057451;Evaluator;619671
Caboto;Rocco;531981664493;Evaluator;619674
Fagotto;Evangelista;536169152750;Evaluator;619677
Boccaccio;Carolina;226485731571;Evaluator;619680
Morgagni;Simone;642543780088;Evaluator;619683
Altera;Alberto;73233596668;Evaluator;619686
Lopresti;Imelda;259834642684;Evaluator;619689
Battelli;Tatiana;782554104060;Evaluator;619692
Pininfarina;Dino;727529816320;Evaluator;619695
Zamengo;Emilio;332424806662;Evaluator;619698
Papafava;Imelda;253020340493;Evaluator;619701
Ligorio;Lara;477312581904;Evaluator;619704
Zanichelli;Dino;319417876753;Evaluator;619707
Mancini;Gianluca;532776747285;Evaluator;619710
Pareto;Roberta;67170730264;Evaluator;619713
Pagnotto;Gianluigi;847091335450;Evaluator;619716
Travaglio;Luca;954264322330;Evaluator;619719
Cibin;Flavio;215961567519;Evaluator;619722
Pirelli;Eraldo;710938853668;Evaluator;619725
Mondaini;Rosaria;715467522349;Evaluator;619728
Terragni;Geronimo;360590606640;Evaluator;619731
Inzaghi;Susanna;644983030064;Evaluator;619734
Prati;Ludovica;613631000880;Evaluator;619737
Napolitano;Alberico;762391691577;Evaluator;619740
Acerbi;Gioachino;824214552902;Evaluator;619743
Beccheria;Camillo;676277518665;Evaluator;619746
Palazzo;Fabrizia;395939676489;Evaluator;619749
Trentini;Eva;657008755021;Evaluator;619752
Verdi;Elladio;274311807313;Evaluator;619755
Antonini;Pierangelo;283914928466;Evaluator;619758
Scarpetta;Victoria;71442497881;Evaluator;619761
Finetti;Gianfrancesco;1774453081;Evaluator;619764
Mozart;Eva;685540901213;Evaluator;619767
Murri;Carla;52643234142;Evaluator;619770
Pasolini;Dante;169376088413;Evaluator;619773
Alonzi;Uberto;647114522976;Evaluator;619776
Udinese;Pasquale;677694275935;Evaluator;619779
Lombardo;Emma;550007603555;Evaluator;619782
Tedesco;Torquato;482587181415;Evaluator;619785
Ferretti;Fabia;868166533481;Evaluator;619788
Stucchi;Antonello;482565423466;Evaluator;619791
Bosurgi;Milena;612461576558;Evaluator;619794
Maderno;Diana;619012292977;Evaluator;619797
Pigafetta;Pompeo;185586680178;Evaluator;619800
Polani;Camilla;391728595315;Evaluator;619803
Scotti;Atenulf;66935587188;Evaluator;619806
Mantegna;Benedetto;254764384631;Evaluator;619809
Monti;Nina;868239278457;Evaluator;619812
Borghese;Adamo;349254451578;Evaluator;619815
Marini;Ferdinando;505336037756;Evaluator;619818
Giacometti;Greca;959903170944;Evaluator;619821
Galilei;Emilio;84987871619;Evaluator;619824
Iacovelli;Gaspare;47458025863;Evaluator;619827
Morpurgo;Giorgio;351916261769;Evaluator;619830
Gramsci;Cecilia;306457346443;Evaluator;619833
Raimondi;Orazio;310511927691;Evaluator;619836
Doglioni;Sole;493934608781;Evaluator;619839
Garzoni;Luigi;942229553550;Evaluator;619842
Bianchini;Milena;479252447636;Evaluator;619845
Iannelli;Cipriano;671664177558;Evaluator;619848
Renzi;Agnolo;748544197017;Evaluator;619851
Alfonsi;Adriana;476012347803;Evaluator;619854
Galeati;Goffredo;39811154332;Evaluator;619857
Morrocco;Matilda;174894612899;Evaluator;619860
Caracciolo;Baldassare;836100817315;Evaluator;619863
Delle;Eraldo;656877552037;Evaluator;619866
Lopresti;Marisa;374046065061;Evaluator;619869
Ceschi;Rembrandt;391112819112;Evaluator;619872
Papetti;Melina;744361165226;Evaluator;619875
Solari;Gianpaolo;59826241963;Evaluator;619878
Franceschi;Luciano;66794684845;Evaluator;619881
Querini;Durante;284630188468;Evaluator;619884
Treves;Graziella;1771831733;Evaluator;619887
Antonioni;Eva;987119354298;Evaluator;619890
Pacetti;Toni;485506548156;Evaluator;619893
Mattarella;Fredo;226592162240;Evaluator;619896
Barberini;Liana;739920576964;Evaluator;619899
Brunelleschi;Susanna;28119925192;Evaluator;619902
Zanazzo;Amedeo;279197909452;Evaluator;619905
Fattori;Gaetano;678504301004;Evaluator;619908
Bocca;Allegra;834722070989;Evaluator;619911
Saracino;Nina;93942448594;Evaluator;619914
Cerquiglini;Silvio;720853008858;Evaluator;619917
Marini;Roberta;569519243743;Evaluator;619920
Fo;Alberico;564551221731;Evaluator;619923
Lombardi;Marcella;539081048549;Evaluator;619926
Musatti;Giulietta;943679209962;Evaluator;619929
Ovadia;Letizia;11441537514;Evaluator;619932
Veltroni;Ramona;382581998065;Evaluator;619935
Troisi;Maura;439167091186;Evaluator;619938
Brenna;Marina;358223839735;Evaluator;619941
Ginese;Pierluigi;454891667963;Evaluator;619944
Columbo;Margherita;613402542590;Evaluator;619947
Renzi;Gian;16959275520;Evaluator;619950
Bonolis;Ruggero;68169499137;Evaluator;619953
Montesano;Carla;840673133060;Evaluator;619956
Cremonesi;Luciano;407627235844;Evaluator;619959
Bramante;Fiorino;799439716869;Evaluator;619962
Onisto;Michela;24809308679;Evaluator;619965
Caffarelli;Annibale;159376081417;Evaluator;619968
Lucarelli;Antonina;520046510601;Evaluator;619971
Ferrante;Rocco;628082213389;Evaluator;619974
Natta;Enzo;863709561362;Evaluator;619977
Treccani;Stefano;179691979282;Evaluator;619980
Surian;Laureano;608581452307;Evaluator;619983
Aulenti;Adelmo;415445418515;Evaluator;619986
Flaiano;Annamaria;510872125977;Evaluator;619989
Vento;Angelina;353494237723;Evaluator;619992
Olivetti;Pietro;687607775775;Evaluator;619995
Squarcione;Marcello;7850164770;Evaluator;619998
Filangieri;Giacomo;45687636518;Evaluator;620001
Salvemini;Atenulf;675256861224;Evaluator;620004
Morandi;Amanda;858076348968;Evaluator;620007
Petruzzi;Stella;745102901802;Evaluator;620010
Cilibrasi;Antonina;859342897707;Evaluator;620013
Argentero;Bruno;597161804332;Evaluator;620016
Santoro;Lucia;997739594287;Evaluator;620019
Carpaccio;Donna;131410690608;Evaluator;620022
Battaglia;Donato;403244188207;Evaluator;620025
Tosi;Amalia;627466568241;Evaluator;620028
Murialdo;Fiorenzo;130683372094;Evaluator;620031
Necci;Annetta;978660229695;Evaluator;620034
Brenna;Costantino;967086703171;Evaluator;620037
Baggio;Vittorio;821530329671;Evaluator;620040
Mantegna;Melissa;335031566920;Evaluator;620043
Antonetti;Girolamo;893533553225;Evaluator;620046
Sforza;Fernanda;421664653900;Evaluator;620049
Matteotti;Irma;280810619473;Evaluator;620052
Morlacchi;Mariana;231779861074;Evaluator;620055
Cappelli;Ermenegildo;139283923537;Evaluator;620058
Carducci;Olga;465520951893;Evaluator;620061
Morlacchi;Ugo;25212879446;Evaluator;620064
Norbiato;Allegra;181441790558;Evaluator;620067
Monte;Massimo;204498666078;Evaluator;620070
Pizziol;Romina;73065562722;Evaluator;620073
Comeriato;Romolo;504930632292;Evaluator;620076
Monti;Antonella;694793142886;Evaluator;620079
Bajamonti;Clelia;135561609831;Evaluator;620082
Lussu;Fabio;674570699369;Evaluator;620085
Sbarbaro;Ivo;806026609262;Evaluator;620088
Endrizzi;Flavio;364367839867;Evaluator;620091
Fallaci;Camilla;61320200829;Evaluator;620094
Maggioli;Sante;844040503934;Evaluator;620097
Tarantini;Beatrice;321712292481;Evaluator;620100
Juvara;Giancarlo;249644319366;Evaluator;620103
Montessori;Ranieri;853520679559;Evaluator;620106
Mazzi;Alessandro;573212721805;Evaluator;620109
Salvo;Tonino;854229779090;Evaluator;620112
Pausini;Rossana;339547521684;Evaluator;620115
Foa;Caterina;449279296160;Evaluator;620118
Fabrizi;Carmelo;473828950689;Evaluator;620121
Gramsci;Edoardo;322639495842;Evaluator;620124
Procacci;Michelangelo;631725752996;Evaluator;620127
Zanazzo;Luigi;82607604397;Evaluator;620130
Travaglia;Galasso;696614781614;Evaluator;620133
Semitecolo;Amadeo;152920523438;Evaluator;620136
Foscari;Eliana;572729721521;Evaluator;620139
Mezzetta;Patrizia;665559892658;Evaluator;620142
Galtarossa;Salvatore;517468848820;Evaluator;620145
Maglio;Viridiana;652884181684;Evaluator;620148
Montanariello;Livio;815499838134;Evaluator;620151
Tron;Donato;23682220725;Evaluator;620154
Bombieri;Ruggiero;815009235641;Evaluator;620157
Goldoni;Gianluca;610235712187;Evaluator;620160
Botta;Silvia;609053704898;Evaluator;620163
Mastandrea;Daniele;100542055108;Evaluator;620166
Sismondi;Patrizia;922742948550;Evaluator;620169
Foconi;Edoardo;520103264970;Evaluator;620172
Vercelloni;Dolores;257484915406;Evaluator;620175
Storladi;Amedeo;305505501904;Evaluator;620178
Petruzzi;Cristina;350720230109;Evaluator;620181
Germano;Emilio;146512806626;Evaluator;620184
Sabatini;Etta;969433678562;Evaluator;620187
Spinelli;Annibale;587786486505;Evaluator;620190
Orengo;Lamberto;293178311412;Evaluator;620193
Porzio;Adelmo;727476732663;Evaluator;620196
Argento;Silvio;87653483258;Evaluator;620199
Galtarossa;Michela;299714740993;Evaluator;620202
Cendron;Anita;236327011075;Evaluator;620205
Cicilia;Fedele;918095397637;Evaluator;620208
Gregorio;Sophia;408687084296;Evaluator;620211
Guarneri;Irma;388757324555;Evaluator;620214
Callegaro;Ruggero;308885455628;Evaluator;620217
Lollobrigida;Domenico;112662676240;Evaluator;620220
Panicucci;Marcello;211922977557;Evaluator;620223
Armani;Alessandro;932425368346;Evaluator;620226
Sonnino;Edoardo;968838611739;Evaluator;620229
Vigliotti;Sole;899524068126;Evaluator;620232
Fantini;Ezio;348252668709;Evaluator;620235
Branciforte;Ciro;253455237927;Evaluator;620238
Proietti;Vito;267880497960;Evaluator;620241
Barracco;Romeo;307209306928;Evaluator;620244
Druso;Michelotto;613123097392;Evaluator;620247
Leonardi;Teresa;824789697330;Evaluator;620250
Farinelli;Gilberto;645835391804;Evaluator;620253
Granatelli;Amedeo;177106715454;Evaluator;620256
Ritacca;Ruggero;233095955265;Evaluator;620259
Dallara;Martina;315204305735;Evaluator;620262
Ferraris;Daniele;326410568520;Evaluator;620265
Borgia;Ricciotti;225547387720;Evaluator;620268
Ludovisi;Alessandra;828911387466;Evaluator;620271
Soranzo;Gianfrancesco;746555966283;Evaluator;620274
Nitto;Giacomo;480303514442;Evaluator;620277
Disdero;Ansaldo;855511925581;Evaluator;620280
Giusti;Fredo;55100179279;Evaluator;620283
Tropea;Stefani;259727295313;Evaluator;620286
Maggioli;Letizia;667065647958;Evaluator;620289
Marzorati;Ignazio;757923054428;Evaluator;620292
Satta;Amedeo;938858644322;Evaluator;620295
Montesano;Gino;18474730340;Evaluator;620298
Bova;Corrado;390763905901;Evaluator;620301
Travaglia;Giulio;101143806829;Evaluator;620304
Cainero;Arsenio;50797609839;Evaluator;620307
Bocca;Graziella;334051279725;Evaluator;620310
Sagnelli;Lauretta;96637682556;Evaluator;620313
Galeati;Alessandro;604511142781;Evaluator;620316
Piacentini;Ramona;921295913854;Evaluator;620319
Sagese;Lolita;710753125248;Evaluator;620322
Nitti;Gloria;699321156482;Evaluator;620325
Gradenigo;Rossana;26223313796;Evaluator;620328
Tacchini;Filippa;648289452936;Evaluator;620331
Gatto;Giovanna;54328165261;Evaluator;620334
Bergoglio;Ansaldo;563890357134;Evaluator;620337
Porcellato;Milo;841610036115;Evaluator;620340
Scalfaro;Luigina;716732892052;Evaluator;620343
Barsanti;Biagio;484114170773;Evaluator;620346
Botticelli;Gianluigi;866155627414;Evaluator;620349
Treccani;Martino;614158042007;Evaluator;620352
Maffei;Serafina;903525696410;Evaluator;620355
Abba;Ida;165993120667;Evaluator;620358
Vergassola;Piersanti;281448547229;Evaluator;620361
Pasqua;Sophia;24335221663;Evaluator;620364
Ramazzotti;Angelica;742862488480;Evaluator;620367
Coardi;Allegra;194535359393;Evaluator;620370
Piane;Daria;577575715749;Evaluator;620373
Borsellino;Alessandro;134522078117;Evaluator;620376
Boccaccio;Lara;677040620457;Evaluator;620379
Napolitano;Maria;651778196396;Evaluator;620382
Petrucci;Graziella;433262691246;Evaluator;620385
Costanzi;Carmelo;715225957297;Evaluator;620388
Malacarne;Venancio;236386124721;Evaluator;620391
Saffi;Carla;784442065848;Evaluator;620394
Ferrari;Amleto;139249976249;Evaluator;620397
Camiscione;Cipriano;224021971897;Evaluator;620400
