last_name;first_name;full_name;:LABEL;:ID
Murri;Imelda;Imelda Murri;Customer;449400
Savorgnan;Giancarlo;Giancarlo Savorgnan;Customer;449405
Fogazzaro;Valentina;Valentina Fogazzaro;Customer;449410
Germano;Antonietta;Antonietta Germano;Customer;449415
Cibin;Raffaele;Raffaele Cibin;Customer;449420
Sabbatini;Marcella;Marcella Sabbatini;Customer;449425
Vespa;Martina;Martina Vespa;Customer;449430
Segni;Stefania;Stefania Segni;Customer;449435
Mondaini;Virgilio;Virgilio Mondaini;Customer;449440
Ligorio;Pierluigi;Pierluigi Ligorio;Customer;449445
Luria;Michela;Michela Luria;Customer;449450
Porzio;Cipriano;Cipriano Porzio;Customer;449455
Manacorda;Pierpaolo;Pierpaolo Manacorda;Customer;449460
Marconi;Fabrizio;Fabrizio Marconi;Customer;449465
Bulzoni;Claudio;Claudio Bulzoni;Customer;449470
Monte;Fortunata;Fortunata Monte;Customer;449475
Bocelli;Alberto;Alberto Bocelli;Customer;449480
Zoppetti;Nicoletta;Nicoletta Zoppetti;Customer;449485
Sandi;Rolando;Rolando Sandi;Customer;449490
Zanichelli;Licia;Licia Zanichelli;Customer;449495
Gemito;Goffredo;Goffredo Gemito;Customer;449500
Conte;Leonardo;Leonardo Conte;Customer;449505
Sommaruga;Antonietta;Antonietta Sommaruga;Customer;449510
Borgia;Goffredo;Goffredo Borgia;Customer;449515
Columbo;Serafina;Serafina Columbo;Customer;449520
Oliboni;Nicoletta;Nicoletta Oliboni;Customer;449525
Caboto;Ermanno;Ermanno Caboto;Customer;449530
Scaramucci;Ugolino;Ugolino Scaramucci;Customer;449535
Marcacci;Paulina;Paulina Marcacci;Customer;449540
Ferrante;Simone;Simone Ferrante;Customer;449545
Argenti;Emma;Emma Argenti;Customer;449550
Magnani;Raimondo;Raimondo Magnani;Customer;449555
Napolitano;Orazio;Orazio Napolitano;Customer;449560
Nordio;Federica;Federica Nordio;Customer;449565
Tolentino;Giovanni;Giovanni Tolentino;Customer;449570
Scarfoglio;Silvio;Silvio Scarfoglio;Customer;449575
Cuda;Griselda;Griselda Cuda;Customer;449580
Pellico;Dionigi;Dionigi Pellico;Customer;449585
Canova;Tatiana;Tatiana Canova;Customer;449590
Storladi;Gino;Gino Storladi;Customer;449595
Correr;Michelotto;Michelotto Correr;Customer;449600
Cammarata;Raffaellino;Raffaellino Cammarata;Customer;449605
Boccherini;Emma;Emma Boccherini;Customer;449610
Cuda;Stefani;Stefani Cuda;Customer;449615
Beffa;Aria;Aria Beffa;Customer;449620
Stein;Melissa;Melissa Stein;Customer;449625
Crisafulli;Tiziana;Tiziana Crisafulli;Customer;449630
Farnese;Laura;Laura Farnese;Customer;449635
Chechi;Aldo;Aldo Chechi;Customer;449640
Roccabonella;Coluccio;Coluccio Roccabonella;Customer;449645
Callegaro;Bianca;Bianca Callegaro;Customer;449650
Buonauro;Coluccio;Coluccio Buonauro;Customer;449655
Montecchi;Telemaco;Telemaco Montecchi;Customer;449660
Contrafatto;Tiziana;Tiziana Contrafatto;Customer;449665
Bignami;Laura;Laura Bignami;Customer;449670
