:LABEL;value;:ID
SSN;BRLPLA65D25H590I;74904
SSN;SCHFDL90M61D596J;74909
SSN;SCRMLE32D54D510M;74914
SSN;RSTDMN53R48E333M;74919
SSN;ZLOBNC67T12E520A;74924
SSN;NCLBRC87B02D738G;74929
SSN;BRTTLL60L47D401N;74934
SSN;CSTRMR39H44D318J;74939
SSN;TRNPPZ49P51I706E;74944
SSN;RGHRMI91S01D963P;74949
SSN;GLLSBL10M28G728M;74954
SSN;FLLDNI65A64D993F;74959
SSN;GRDNTN05C10I777L;74964
SSN;CLLMLN66S20I994C;74969
SSN;PVNGSP02E57H720I;74974
SSN;SPNMRN11P68D832J;74979
SSN;TRVNGL99A47C663G;74984
SSN;FLCFRD82A67L984J;74989
SSN;PZZRMO27T50B664H;74994
SSN;NNCPNI77M28D863X;74999
SSN;BTTFLV08E59B686Q;75004
SSN;DLDBNC41T13E118A;75009
SSN;LCRDNT00B52B890T;75014
SSN;RGGRMN46M26A224N;75019
SSN;GGLFRD38T55F387V;75024
SSN;FRCDRN41A23F926S;75029
SSN;BZOLNI95H02G788R;75034
SSN;BRBNTL45L18F279B;75039
SSN;CRSRLD24D51I310S;75044
SSN;BGNVCR94B03L246G;75049
SSN;RGNTLC32R55C872X;75054
SSN;LZUNDD40P07I132J;75059
SSN;CHTMCL17S42A100F;75064
SSN;LVRRFL23H46D304H;75069
SSN;NGNMRN98D04H958U;75074
SSN;ZTTRMN52L53C439O;75079
SSN;SCMMLN33T08D613A;75084
SSN;CRSRMS81A48B988Y;75089
SSN;BRNGSI41E61H953Y;75094
SSN;MNCNGN98D24A945G;75099
SSN;NVRMRT04E11A463V;75104
SSN;PCNRCC66M61L292U;75109
SSN;GLNBTC47S01A702J;75114
SSN;GNSNDD56R01I470L;75119
SSN;GRFCRI11H61I602L;75124
SSN;RZZRMN43L53E647Q;75129
SSN;BRTSVN88L57D284U;75134
SSN;BRDRRA40M24B106Z;75139
SSN;PZZVNL90R02D355J;75144
SSN;VNRPMP49A47H036P;75149
SSN;MSCPSL98T56L267Z;75154
SSN;MSCCLC96M54G046E;75159
SSN;CVNLSI96L23A048L;75164
SSN;MLPMLT09H59A334J;75169
SSN;STGDNL72S50E251B;75174
SSN;PCAVLR25A43C443O;75179
SSN;MRNVNN27A45I462L;75184
SSN;SCRGSN99L52F486E;75189
SSN;MLPMRA49M20G543R;75194
SSN;CSLRMS64T50F944C;75199
SSN;BRSLNI98R07B542P;75204
SSN;BTTBNC49P18H495F;75209
SSN;QRNMLN16T24I136Z;75214
SSN;VVLCTN69L27D938B;75219
SSN;NPLLDC07H09L464K;75224
SSN;FRNLDC11B51B537G;75229
SSN;TRVLNI09C13D436D;75234
SSN;FCNNTN88S18M424K;75239
SSN;GRZNTA33S01L827X;75244
SSN;BBBCRL06A57F161L;75249
SSN;SSNLCZ00D01B001X;75254
SSN;PPIDNL95R44D522L;75259
SSN;BRZBRR55T45A896C;75264
SSN;CRSLSS30R02L566K;75269
SSN;MZZSRN90P09I910Z;75274
SSN;BSRGNN16P60F276J;75279
SSN;RNGCLD57L27A902K;75284
SSN;RZZLCU04B49G596J;75289
SSN;BRRCHR22M21I179U;75294
SSN;SPNDNI82D11M260B;75299
SSN;FNTMRN32P65D123M;75304
SSN;GNSPTZ42A43L953F;75309
SSN;FCNGSN34B67B822X;75314
SSN;GRFDIA84M17H271P;75319
SSN;TGLPRN03R18C078R;75324
SSN;FSCSTL51E08D127N;75329
SSN;SCRTRT58P65G742N;75334
SSN;BBGMRK32T46F558A;75339
SSN;MRNLRN72S54I448Q;75344
SSN;MRTRMI88T04C204C;75349
SSN;LFRNPN72A65D018F;75354
SSN;GDDLNE08E22B688Y;75359
SSN;LPRBRC68A13A651M;75364
SSN;GLPCCL96A07A390F;75369
SSN;CMCLNI20P22A697N;75374
SSN;NZGPRN28D09A292A;75379
SSN;NNSRTI03E07B943R;75384
SSN;CSNSTN34L57F432R;75389
SSN;FRNGLI60D54B002H;75394
SSN;LNGLNI88L09L366G;75399
SSN;FLLDRA48M21F184U;75404
SSN;RMNTTV75S58H459M;75409
SSN;CZZLDC03R21I439Y;75414
SSN;SFFMLA50A25H468M;75419
SSN;MRTGLR05T12E517H;75424
SSN;FSLRSO90H10C596B;75429
SSN;PLNRFL78M14F005R;75434
SSN;PLTBNC24A06A651S;75439
SSN;TTNPNL42C62C309A;75444
SSN;PLTLLL61C06C496V;75449
SSN;NNTGLI38B16D969R;75454
SSN;MNDGRM75R44D732F;75459
SSN;MRNRDF17A50E360M;75464
SSN;DLLGLT89L09C900Y;75469
SSN;SGNMCL33B26F357X;75474
SSN;GBRMCL59M57G431C;75479
SSN;PCMMRA34B03D882S;75484
SSN;MTAFRD08R45E012V;75489
