last_name;first_name;IVA;:LABEL;:ID
Borsiere;Marta;IT85215500985;Lawyer;352202
Verdone;Camillo;IT31967100137;Lawyer;352205
Gianinazzi;Ermanno;IT27511730965;Lawyer;352208
Mascheroni;Sandro;IT72749308887;Lawyer;352211
Gentili;Ruggero;IT31645500450;Lawyer;352214
Fracci;Graziella;IT57304010747;Lawyer;352217
Druso;Elisa;IT73024290097;Lawyer;352220
Almagià;Liana;IT88348460564;Lawyer;352223
Majewski;Roberto;IT38096990577;Lawyer;352226
Zabarella;Caterina;IT03836330278;Lawyer;352229
Dossetti;Niccolò;IT15304510033;Lawyer;352232
Sorrentino;Susanna;IT61732960564;Lawyer;352235
Schicchi;Maurilio;IT80411570064;Lawyer;352238
Doglioni;Lidia;IT24965030752;Lawyer;352241
Ravaglioli;Greco;IT13864290955;Lawyer;352244
Lussu;Alberto;IT44382719993;Lawyer;352247
Farina;Pierluigi;IT15596580827;Lawyer;352250
Cuomo;Filippa;IT92852890687;Lawyer;352253
Missoni;Carmelo;IT38309460665;Lawyer;352256
Campise;Virginia;IT28652680365;Lawyer;352259
Renault;Adriana;IT35353720440;Lawyer;352262
Monduzzi;Vincenza;IT51780800291;Lawyer;352265
Agnesi;Sebastiano;IT17260490796;Lawyer;352268
Civaschi;Gianni;IT63178010276;Lawyer;352271
Fracci;Gianmarco;IT04303400248;Lawyer;352274
Nievo;Valeria;IT30869141215;Lawyer;352277
Alfonsi;Greca;IT79754250094;Lawyer;352280
Mascheroni;Liliana;IT53634260508;Lawyer;352283
Beccheria;Domenico;IT85149320302;Lawyer;352286
Vigorelli;Gianfranco;IT30630670377;Lawyer;352289
Mazzacurati;Giosuè;IT75980500666;Lawyer;352292
Traversa;Alessio;IT97508510704;Lawyer;352295
Correr;Antonietta;IT49330040012;Lawyer;352298
Tasca;Mirko;IT47595751208;Lawyer;352301
Monaco;Melania;IT98823860576;Lawyer;352304
Volta;Coluccio;IT97882280403;Lawyer;352307
Ceravolo;Pietro;IT10716830343;Lawyer;352310
Moresi;Gionata;IT28922250742;Lawyer;352313
Cociarelli;Jolanda;IT88805640617;Lawyer;352316
Soprano;Amalia;IT22812260507;Lawyer;352319
Bosio;Sylvia;IT54509320682;Lawyer;352322
Marangoni;Ermanno;IT12033250809;Lawyer;352325
Ramazzotti;Lodovico;IT87574090772;Lawyer;352328
Mondaini;Amalia;IT39181990092;Lawyer;352331
Sobrero;Enrico;IT41144320359;Lawyer;352334
Amaldi;Alderano;IT79223050778;Lawyer;352337
Ferragamo;Uberto;IT10724250757;Lawyer;352340
Surian;Paulina;IT66936290437;Lawyer;352343
Renault;Elisa;IT74637570875;Lawyer;352346
Ruggieri;Durante;IT94521440548;Lawyer;352349
Combi;Gustavo;IT42234870147;Lawyer;352352
Lupo;Graziella;IT11326300289;Lawyer;352355
Callegaro;Franco;IT73002020110;Lawyer;352358
Venditti;Fiorino;IT60622420358;Lawyer;352361
Deledda;Amedeo;IT13135280090;Lawyer;352364
Stoppani;Silvestro;IT25152090558;Lawyer;352367
Bosurgi;Matilda;IT69178980038;Lawyer;352370
Solimena;Guglielmo;IT21146420167;Lawyer;352373
Viola;Liberto;IT88062720193;Lawyer;352376
Branciforte;Azeglio;IT31647849996;Lawyer;352379
Seddio;Ottone;IT09463660721;Lawyer;352382
Giammusso;Liana;IT25116190601;Lawyer;352385
Scalfaro;Marco;IT23733560058;Lawyer;352388
Pietrangeli;Mario;IT13126850356;Lawyer;352391
Santorio;Mariana;IT15129260483;Lawyer;352394
Zaguri;Lamberto;IT93907530690;Lawyer;352397
Paoletti;Natalia;IT94630260035;Lawyer;352400
Iadanza;Alfio;IT29579870113;Lawyer;352403
Boccioni;Renata;IT20808200701;Lawyer;352406
Zamorani;Massimiliano;IT74448560073;Lawyer;352409
Bellò;Donna;IT95502170905;Lawyer;352412
Romagnoli;Temistocle;IT09456090803;Lawyer;352415
Tomasini;Mauro;IT34539860816;Lawyer;352418
Ossani;Giorgia;IT89510310371;Lawyer;352421
Nicolini;Gilberto;IT72265440288;Lawyer;352424
Mozart;Flora;IT41124950415;Lawyer;352427
Cesarotti;Giulietta;IT25688700704;Lawyer;352430
Gioberti;Vincentio;IT49868290161;Lawyer;352433
Correr;Fabio;IT46021190288;Lawyer;352436
Respighi;Michela;IT57662700392;Lawyer;352439
Ruggieri;Pina;IT57119750743;Lawyer;352442
Bignami;Barbara;IT71703430265;Lawyer;352445
Fieramosca;Vincenzo;IT25541880909;Lawyer;352448
Foscari;Giacinto;IT92389780930;Lawyer;352451
Manolesso;Eraldo;IT44779270626;Lawyer;352454
Barsanti;Paloma;IT38764870853;Lawyer;352457
Guarato;Flora;IT07189060234;Lawyer;352460
Draghi;Giulietta;IT45030500149;Lawyer;352463
Duse;Ruggero;IT92992980299;Lawyer;352466
Marrone;Alberto;IT50219800195;Lawyer;352469
Scarpetta;Giuseppina;IT74296090975;Lawyer;352472
Salvini;Damiano;IT23425620368;Lawyer;352475
Dandolo;Ignazio;IT17550930147;Lawyer;352478
Missoni;Gioacchino;IT68188078882;Lawyer;352481
Calvo;Umberto;IT59056160738;Lawyer;352484
Beffa;Panfilo;IT19174280065;Lawyer;352487
Filangieri;Monica;IT24518600150;Lawyer;352490
Boaga;Torquato;IT68738070645;Lawyer;352493
Tirabassi;Dionigi;IT22272340435;Lawyer;352496
Michelangeli;Guglielmo;IT22421190574;Lawyer;352499
Tarantino;Santino;IT13679020357;Lawyer;352502
Beccheria;Manuel;IT21029220916;Lawyer;352505
Giacconi;Puccio;IT00491340485;Lawyer;352508
Roncalli;Amleto;IT65624250075;Lawyer;352511
Vivaldi;Giorgia;IT57032760779;Lawyer;352514
Folliero;Goffredo;IT38170320949;Lawyer;352517
Ravaglioli;Fabrizio;IT65940100962;Lawyer;352520
Ziani;Lucia;IT38985050988;Lawyer;352523
Tartaglia;Lando;IT83613740618;Lawyer;352526
Navone;Rosario;IT74583900563;Lawyer;352529
Tomasini;Cesare;IT94163600516;Lawyer;352532
Russo;Nicola;IT45061320409;Lawyer;352535
Rossi;Alberico;IT64050130729;Lawyer;352538
Troisi;Gianmarco;IT90047140877;Lawyer;352541
Pausini;Sante;IT39668880774;Lawyer;352544
Merisi;Rossana;IT97598760383;Lawyer;352547
Montecchi;Augusto;IT65131860739;Lawyer;352550
Govoni;Concetta;IT99765820628;Lawyer;352553
Bosurgi;Giulietta;IT97835640737;Lawyer;352556
Sraffa;Damiano;IT05812340080;Lawyer;352559
Cherubini;Piersanti;IT45940150035;Lawyer;352562
Ortolani;Azeglio;IT07432630155;Lawyer;352565
Stucchi;Ilaria;IT92778860707;Lawyer;352568
Jacuzzi;Liana;IT27892220784;Lawyer;352571
Maglio;Santino;IT23260120367;Lawyer;352574
Spanevello;Lucrezia;IT72531380193;Lawyer;352577
