:LABEL;value;:ID
Phone;393761045611;224703
Phone;393894010139;224708
Phone;393778833879;224713
Phone;393841323407;224718
Phone;393867749727;224723
Phone;393746910015;224728
Phone;393866869114;224733
Phone;393889696070;224738
Phone;393800948187;224743
Phone;393805269524;224748
Phone;393785435016;224753
Phone;393814262166;224758
Phone;393862504825;224763
Phone;393776542559;224768
Phone;393750228632;224773
Phone;393827488219;224778
Phone;393827567918;224783
Phone;393750473699;224788
Phone;393815192597;224793
Phone;393854097532;224798
Phone;393769887352;224803
Phone;393819573684;224808
Phone;393877710001;224813
Phone;393835688302;224818
Phone;393754169512;224823
Phone;393824380610;224828
Phone;393755165783;224833
Phone;393740316966;224838
Phone;393811578039;224843
Phone;393741157629;224848
Phone;393829241213;224853
Phone;393871511497;224858
Phone;393797867714;224863
Phone;393822127280;224868
Phone;393834013586;224873
Phone;393747675816;224878
Phone;393775229800;224883
Phone;393896355011;224888
Phone;393865920757;224893
Phone;393866994430;224898
Phone;393814562192;224903
Phone;393834369184;224908
Phone;393831643115;224913
Phone;393861128005;224918
Phone;393788903903;224923
Phone;393814991727;224928
Phone;393870727835;224933
Phone;393822217864;224938
Phone;393792219673;224943
Phone;393782862317;224948
Phone;393796074740;224953
Phone;393896886556;224958
Phone;393761497958;224963
Phone;393853937862;224968
Phone;393751778625;224973
Phone;393868147466;224978
Phone;393841967497;224983
Phone;393860352190;224988
Phone;393803061925;224993
Phone;393864151878;224998
Phone;393754458041;225003
Phone;393887581042;225008
Phone;393747022941;225013
Phone;393757147638;225018
Phone;393881842753;225023
Phone;393806243415;225028
Phone;393841341348;225033
Phone;393891193200;225038
Phone;393808782799;225043
Phone;393849662191;225048
Phone;393753671932;225053
Phone;393784778512;225058
Phone;393867570374;225063
Phone;393750049678;225068
Phone;393884965431;225073
Phone;393864035666;225078
Phone;393889362839;225083
Phone;393761529141;225088
Phone;393857419608;225093
Phone;393818696279;225098
Phone;393887349424;225103
Phone;393761297619;225108
Phone;393807618772;225113
Phone;393893255100;225118
Phone;393781647917;225123
Phone;393806064024;225128
Phone;393789703394;225133
Phone;393818820996;225138
Phone;393846044664;225143
Phone;393861895810;225148
Phone;393857099591;225153
Phone;393838099871;225158
Phone;393849718840;225163
Phone;393780835939;225168
Phone;393886203184;225173
Phone;393871195900;225178
Phone;393744411321;225183
Phone;393818287431;225188
Phone;393839604061;225193
Phone;393849883767;225198
Phone;393857655665;225203
Phone;393823909619;225208
Phone;393823050636;225213
Phone;393750090438;225218
Phone;393742319470;225223
Phone;393802852460;225228
Phone;393770483802;225233
Phone;393823826932;225238
Phone;393818127546;225243
Phone;393781797066;225248
Phone;393865693345;225253
Phone;393821436336;225258
Phone;393876870714;225263
Phone;393809363373;225268
Phone;393865443113;225273
Phone;393836358233;225278
Phone;393893886563;225283
Phone;393821225784;225288
Phone;393857285625;225293
Phone;393897184547;225298
Phone;393774472306;225303
Phone;393791110693;225308
Phone;393798666731;225313
Phone;393777163433;225318
Phone;393835800070;225323
Phone;393739793698;225328
Phone;393777123548;225333
Phone;393891652187;225338
Phone;393823243224;225343
Phone;393857570941;225348
Phone;393899180164;225353
Phone;393753440312;225358
Phone;393746633054;225363
Phone;393785034030;225368
Phone;393861322543;225373
Phone;393776184269;225378
Phone;393898527719;225383
Phone;393762050981;225388
Phone;393803734295;225393
Phone;393811069994;225398
Phone;393846518204;225403
Phone;393873266566;225408
Phone;393808608340;225413
Phone;393815086115;225418
Phone;393832532230;225423
Phone;393871287768;225428
Phone;393840569349;225433
Phone;393870159028;225438
Phone;393887498930;225443
Phone;393856160992;225448
Phone;393874832065;225453
Phone;393839256073;225458
Phone;393841297920;225463
Phone;393885349436;225468
