value;:LABEL;:ID
margherita.sommaruga@yahoo.com;Email;562
allegra.altera@outlook.com;Email;567
pietro.venditti@hotmail.com;Email;572
ranieri.brancaccio@outlook.it;Email;577
pasqual.dallara@libero.it;Email;582
melania.argenti@yahoo.com;Email;587
flavio.palazzo@outlook.com;Email;592
leone.tirabassi@hotmail.it;Email;597
antonella.cappelli@yahoo.com;Email;602
ninetta.curci@yahoo.com;Email;607
carla.gradenigo@gmail.com;Email;612
giulio.tebaldi@hotmail.com;Email;617
renata.palladio@yahoo.com;Email;622
bernardo.emo@outlook.com;Email;627
amalia.nordio@hotmail.it;Email;632
dario.ricci@outlook.com;Email;637
romana.taccola@hotmail.it;Email;642
giacomo.gabrieli@libero.it;Email;647
dario.morgagni@hotmail.it;Email;652
riccardo.pizzamano@outlook.it;Email;657
amedeo.finetti@libero.it;Email;662
alberto.casadei@outlook.com;Email;667
salvatore.petralli@gmail.com;Email;672
bettina.gioberti@outlook.com;Email;677
lodovico.iannucci@gmail.com;Email;682
gianfranco.maderno@yahoo.com;Email;687
simonetta.ostinelli@hotmail.it;Email;692
leone.ferrara@yahoo.com;Email;697
gabriella.cutrufo@outlook.it;Email;702
massimo.pisani@hotmail.it;Email;707
alessandra.gradenigo@outlook.it;Email;712
sergius.dellucci@libero.it;Email;717
paoletta.boccherini@libero.it;Email;722
massimiliano.comisso@gmail.com;Email;727
valerio.balotelli@yahoo.com;Email;732
adelmo.caracciolo@outlook.it;Email;737
sandra.fibonacci@hotmail.it;Email;742
goffredo.parisi@libero.it;Email;747
marta.curiel@gmail.com;Email;752
melania.sonnino@hotmail.it;Email;757
valeria.corradi@gmail.com;Email;762
dino.carnera@hotmail.com;Email;767
rosario.manacorda@yahoo.com;Email;772
pierpaolo.longhena@hotmail.it;Email;777
giuseppina.fermi@hotmail.com;Email;782
vittoria.navarria@hotmail.com;Email;787
luigina.comolli@hotmail.it;Email;792
piersanti.pedersoli@hotmail.com;Email;797
michele.bondumier@gmail.com;Email;802
luciano.galiazzo@outlook.com;Email;807
isabella.pennetta@hotmail.com;Email;812
stefani.morabito@yahoo.com;Email;817
guglielmo.abba@yahoo.com;Email;822
concetta.mezzetta@hotmail.it;Email;826
federica.gregori@gmail.com;Email;830
ilaria.segni@gmail.com;Email;834
goffredo.baresi@outlook.com;Email;838
fulvio.totino@outlook.com;Email;842
silvio.borzomì@yahoo.com;Email;846
erika.boaga@yahoo.com;Email;850
