value;:LABEL;:ID
393794275360;Phone;563
393764816050;Phone;568
393788983013;Phone;573
393790322128;Phone;578
393809941658;Phone;583
393827071341;Phone;588
393830999176;Phone;593
393756850356;Phone;598
393766494293;Phone;603
393773557425;Phone;608
393890666317;Phone;613
393819821213;Phone;618
393825676222;Phone;623
393819805523;Phone;628
393826620053;Phone;633
393787880740;Phone;638
393808256191;Phone;643
393824654147;Phone;648
393885873567;Phone;653
393799722431;Phone;658
393842904526;Phone;663
393755780704;Phone;668
393882602666;Phone;673
393780837266;Phone;678
393813783060;Phone;683
393777567811;Phone;688
393897286226;Phone;693
393865182924;Phone;698
393784703380;Phone;703
393777886002;Phone;708
393783048112;Phone;713
393828181940;Phone;718
393798507187;Phone;723
393812476503;Phone;728
393879960125;Phone;733
393744711911;Phone;738
393868134734;Phone;743
393835879524;Phone;748
393794535045;Phone;753
393755423560;Phone;758
393772673918;Phone;763
393825517559;Phone;768
393851517112;Phone;773
393817658442;Phone;778
393841768017;Phone;783
393740779836;Phone;788
393856142156;Phone;793
393777741726;Phone;798
393776738380;Phone;803
393895512071;Phone;808
393833668533;Phone;813
393848079324;Phone;818
