:ID;:LABEL;value
190;SSN;SNSPLM64B12L937P
195;SSN;BNCGLI13R64H369Z
200;SSN;TMBNNT42A02G169Y
205;SSN;TRNMRN65B27H131D
210;SSN;TZZGVN11S05H875H
215;SSN;VZZRSN60A20C487Z
220;SSN;MCNVTR93R64G109K
225;SSN;FRRFLV53H57G894K
230;SSN;MRCSIA95C01L228P
235;SSN;RRGLSS26C51M335H
240;SSN;CSTNGL45M44F890Z
245;SSN;GRDLCU73S44D494U
250;SSN;ZCCVEA54T01H300C
255;SSN;CSSVLT82H22H857Q
260;SSN;PPIGBL86C60C235K
265;SSN;GTTDRD60T51I831W
270;SSN;FLPPCC19T51M184C
275;SSN;CVSDRD34E42L654R
280;SSN;CRSLDC12M50C738R
285;SSN;VNDLRT94P28A878G
290;SSN;SCRGRN89R61B152Y
295;SSN;CCCGRL55P19F866V
300;SSN;PCLGDU18S60A434M
305;SSN;TMBZGL52T68B437F
310;SSN;BNGSTN02T49B367Q
315;SSN;TRNSMN17C53H440P
320;SSN;FFRRBT58D26H825S
325;SSN;PGLLRN34B49C406D
330;SSN;CCELSU43D19G949W
335;SSN;TRPVNN81M63B802I
340;SSN;BGNVCR62A04G298F
345;SSN;PLLCNT30M07M184A
350;SSN;TGLLBT92S58H454N
355;SSN;RNSGNL97L63B769E
360;SSN;CHPMLD44C05H348Y
364;SSN;CMPPRR07P57L229C
368;SSN;LPUBNC60S26D441O
372;SSN;GRGFRC42D41F797C
376;SSN;PCCLSN37P22D670S
380;SSN;PNNGBL07P50I329E
383;SSN;FRRLRI38P02I193I
386;SSN;VGLSSN54H24G517P
