:LABEL;value;:ID
Email;amedeo.mazzeo@outlook.it;219
Email;giacobbe.bertoli@hotmail.com;224
Email;marissa.zito@hotmail.com;229
Email;donatella.grimani@libero.it;234
Email;elena.boccioni@yahoo.com;239
Email;anita.riccardi@libero.it;244
Email;adamo.longhena@gmail.com;249
Email;adelmo.borsiere@outlook.it;254
Email;mario.trentini@outlook.it;259
Email;milo.spallanzani@outlook.it;264
Email;lina.donati@libero.it;269
Email;sabatino.fallaci@libero.it;274
Email;ermes.gramsci@outlook.it;279
Email;ernesto.montesano@yahoo.com;284
Email;gioachino.manolesso@yahoo.com;289
Email;gustavo.toscanini@hotmail.com;293
