:ID;:LABEL;value
4;SSN;CSCGNR41T54E960L
9;SSN;PSLRMN92R16G493V
14;SSN;NTNMLI75S41D996N
19;SSN;RSSCRL29T65F477O
24;SSN;LRNLZR14T54I662C
29;SSN;CBTGDU56C59B058Z
34;SSN;LVRGRM28S49E903L
39;SSN;MCNRRA94L08H675Z
44;SSN;CNVRNZ55P51G039R
49;SSN;NDRGLI64T42D805W
54;SSN;BSCSLT30T67A118Y
59;SSN;SPLSLS38A45H581C
64;SSN;MCCGNT57S51I980P
69;SSN;MGNPLN67R28D577L
74;SSN;CSRNGL55H42L682X
79;SSN;SFRDNI81R15D582X
84;SSN;SNGGRL77L24A235V
88;SSN;CHNDNL36S52E305V
92;SSN;CNRDLS01T28E336N
96;SSN;SDRMRL64L45L190L
99;SSN;CMNDLM19T68D179F
