:LABEL;value;:ID
SSN;DLLDNT12S55L345B;190
SSN;GBBSYV45H05B524S;195
SSN;STGLCN69T03I217V;200
SSN;NDAVNL85M04G443X;205
SSN;PCCRMO48R67E062T;210
SSN;TRTPRL30S43A451T;215
SSN;GDNTMT48A67F737V;220
SSN;PNMMRL82M15A268S;225
SSN;MNRMBT32A61A750F;230
SSN;SDDLME11R61E233L;235
SSN;PRNNCL52P59E029L;240
SSN;LRURMO48L47I635L;245
SSN;MDRRAI39T09E101G;250
SSN;TSCRCC15B47L886K;255
SSN;BTTLNE65P18C311R;260
SSN;VLMPLG99P60A953H;265
SSN;ZPPPLN17P01H846Y;270
SSN;SMLDRA18M01A809B;275
SSN;FSLLBT91M64F957M;280
SSN;FTTRNR80H59D287N;285
SSN;LSANTT62A26G008A;290
SSN;FSCGRC12S65G648Z;295
SSN;DNTMRA06S15L847I;300
SSN;VRGRND88P63E968T;305
SSN;FRNFRZ68S58M169E;310
SSN;FVTTLC77C44B317L;315
SSN;TCCCRL92H56I264A;320
SSN;MZZLVR47M07C166W;325
SSN;BCSRMD06L55A245Z;330
SSN;PRLRSN43A20A237D;335
SSN;LDVDRA89T19H019S;340
SSN;CCRDNI43P08B435C;345
SSN;CRCPPZ74R44H478Y;350
SSN;CBBCLL15E09A827S;355
SSN;GRZPLA03P02L398C;360
SSN;TRNTTE91M03D180R;364
SSN;LNCRNZ14S44H570L;368
SSN;NTTFLV56P50E646T;372
SSN;MRNGLN66A17H646D;376
SSN;NBLFBA33D14C322V;380
SSN;PRTLGN43P20L573Z;383
SSN;FLPFDC86S11G121J;386
