:ID;:LABEL;IVA;first_name;last_name
533877;Lawyer;IT08064210019;Alberto;Torricelli
533880;Lawyer;IT75938960871;Micheletto;Ruggieri
533883;Lawyer;IT62142260520;Saverio;Pascarella
533886;Lawyer;IT02247590579;Gianna;Bossi
533889;Lawyer;IT02416170526;Donatello;Tozzi
533892;Lawyer;IT22159210065;Rosina;Puccini
533895;Lawyer;IT71441970515;Giampiero;Salvemini
533898;Lawyer;IT22252960541;Michela;Campise
533901;Lawyer;IT11975650182;Michelangelo;Tamburello
533904;Lawyer;IT62360060917;Giosuè;Innocenti
533907;Lawyer;IT14209180836;Gionata;Donatoni
533910;Lawyer;IT58460630831;Pina;Tognazzi
533913;Lawyer;IT82860000296;Romina;Casadei
533916;Lawyer;IT68168200670;Bianca;Iadanza
533919;Lawyer;IT21936430020;Donna;Puglisi
533922;Lawyer;IT57765660634;Cirillo;Semitecolo
533925;Lawyer;IT48395200826;Adelmo;Montanari
533928;Lawyer;IT70385060481;Olga;Orengo
533931;Lawyer;IT97630251003;Eugenia;Anguillara
533934;Lawyer;IT70601580841;Renata;Mazzi
533937;Lawyer;IT07640790635;Martina;Rizzo
533940;Lawyer;IT06210810955;Gelsomina;Cadorna
533943;Lawyer;IT80350660181;Tiziana;Rossini
533946;Lawyer;IT75559130044;Lucio;Cannizzaro
533949;Lawyer;IT19659820781;Romina;Gaiatto
533952;Lawyer;IT22317230526;Alessandro;Romagnoli
533955;Lawyer;IT87889810435;Vanessa;Salieri
533958;Lawyer;IT81960220374;Paoletta;Vento
533961;Lawyer;IT67010670569;Piero;Traversa
533964;Lawyer;IT67382850583;Alfio;Redi
533967;Lawyer;IT19416910305;Girolamo;Pirandello
533970;Lawyer;IT57748890126;Gastone;Ortese
533973;Lawyer;IT32477671005;Giancarlo;Onio
533976;Lawyer;IT29383560470;Matilda;Finzi
533979;Lawyer;IT70114490629;Stefania;Franzese
533982;Lawyer;IT96610980201;Lilla;Montanariello
533985;Lawyer;IT37825730833;Raffaello;Doria
533988;Lawyer;IT94435490837;Maurilio;Trapanese
533991;Lawyer;IT16193370877;Venancio;Babato
533994;Lawyer;IT95684960784;Mercedes;Campano
533997;Lawyer;IT73903760319;Renata;Pertini
534000;Lawyer;IT26377160812;Puccio;Respighi
534003;Lawyer;IT58538380245;Veronica;Navarria
534006;Lawyer;IT21564740146;Salvatore;Calarco
534009;Lawyer;IT31010820509;Cirillo;Crispi
534012;Lawyer;IT35278220047;Silvestro;Cendron
534015;Lawyer;IT91123600925;Zaira;Palmisano
534018;Lawyer;IT65364650203;Vincentio;Ruggieri
534021;Lawyer;IT39536440538;Nicolò;Balotelli
534024;Lawyer;IT96709190811;Sabatino;Bernetti
534027;Lawyer;IT22423680671;Ronaldo;Sanguineti
534030;Lawyer;IT34097980626;Rembrandt;Piccinni
534033;Lawyer;IT86566930649;Chiara;Pederiva
534036;Lawyer;IT35865000257;Gustavo;Stoppani
534039;Lawyer;IT26245120592;Michelotto;Gibilisco
534042;Lawyer;IT00117120865;Tullio;Savorgnan
534045;Lawyer;IT51669809991;Mauro;Morucci
534048;Lawyer;IT35907120071;Simonetta;Iannucci
534051;Lawyer;IT34867990524;Tina;Tarantino
534054;Lawyer;IT26890500841;Olga;Caboto
534057;Lawyer;IT38726530769;Veronica;Camilleri
534060;Lawyer;IT28992160755;Atenulf;Druso
534063;Lawyer;IT18373070673;Ermenegildo;Fanucci
534066;Lawyer;IT35266090030;Giampiero;Gullotta
534069;Lawyer;IT94142510042;Pierpaolo;Molesini
534072;Lawyer;IT67535890957;Antonino;Spallanzani
534075;Lawyer;IT78490310626;Ferdinando;Manzoni
534078;Lawyer;IT58952520094;Atenulf;Fattori
534081;Lawyer;IT10187250765;Federigo;Pincherle
534084;Lawyer;IT51512740575;Rocco;Bragaglia
534087;Lawyer;IT12007730463;Giosuè;Zamorani
534090;Lawyer;IT57827710534;Ricciotti;Bosio
534093;Lawyer;IT49011540413;Atenulf;Luxardo
534096;Lawyer;IT34329771009;Napoleone;Errani
534099;Lawyer;IT16439240561;Nina;Paltrinieri
534102;Lawyer;IT46087750132;Graziella;Antonioni
534105;Lawyer;IT41270040557;Pellegrino;Guidone
534108;Lawyer;IT82632900781;Dino;Fabrizi
534111;Lawyer;IT44147690729;Armando;Brichese
534114;Lawyer;IT47297690753;Lidia;Scaduto
534117;Lawyer;IT17084720899;Stella;Costalonga
534120;Lawyer;IT83149780104;Pina;Morrocco
534123;Lawyer;IT72731379995;Silvestro;Barcaccia
534126;Lawyer;IT12871260134;Bartolomeo;Pininfarina
534129;Lawyer;IT84812350357;Renata;Avogadro
534132;Lawyer;IT12882690113;Ugo;Maccanelli
534135;Lawyer;IT46156760178;Rembrandt;Botticelli
534138;Lawyer;IT57901830927;Raffaella;Beccheria
534141;Lawyer;IT78337430447;Lolita;Bruno
534144;Lawyer;IT21792950368;Alessandra;Ammaniti
534147;Lawyer;IT58534920796;Alberico;Boiardo
534150;Lawyer;IT08856480069;Luciana;Lucciano
534153;Lawyer;IT13551150736;Luciana;Brugnaro
534156;Lawyer;IT64987910276;Etta;Caccioppoli
534159;Lawyer;IT75087610236;Nina;Angiolello
534162;Lawyer;IT36219340936;Cirillo;Roncalli
534165;Lawyer;IT41209790959;Giuseppina;Filippini
534168;Lawyer;IT30663740774;Ruggero;Grassi
534171;Lawyer;IT25108260925;Amalia;Cipolla
534174;Lawyer;IT37800600563;Alberto;Majewski
534177;Lawyer;IT17816800282;Torquato;Bulzoni
534180;Lawyer;IT20960690400;Ida;Esposito
534183;Lawyer;IT42357850140;Silvestro;Scalfaro
534186;Lawyer;IT01519440992;Luisa;Modigliani
534189;Lawyer;IT71691160213;Ugolino;Bertolucci
534192;Lawyer;IT20695890796;Jacopo;Vigliotti
534195;Lawyer;IT98953410994;Benvenuto;Bellò
534198;Lawyer;IT35476630526;Livia;Cicala
534201;Lawyer;IT60611310040;Giancarlo;Gregorio
534204;Lawyer;IT05149550427;Ilaria;Spinelli
534207;Lawyer;IT30799010720;Torquato;Cremonesi
534210;Lawyer;IT51698340968;Orlando;Tamburini
534213;Lawyer;IT19590830360;Torquato;Briccialdi
534216;Lawyer;IT96527020737;Liberto;Caetani
534219;Lawyer;IT78573290869;Vanessa;Sauro
534222;Lawyer;IT43938460516;Erika;Baracca
534225;Lawyer;IT83072160738;Piersanti;Cignaroli
534228;Lawyer;IT72884810820;Graziella;Cardano
534231;Lawyer;IT75759121009;Rosa;Visconti
534234;Lawyer;IT12685740545;Pomponio;Segni
534237;Lawyer;IT36735490074;Ninetta;Pincherle
534240;Lawyer;IT90577790596;Alessia;Brambilla
534243;Lawyer;IT31928190037;Michela;Collina
534246;Lawyer;IT00215281007;Antonello;Manolesso
534249;Lawyer;IT30048610221;Piergiorgio;Zamengo
534252;Lawyer;IT99200970368;Rembrandt;Errigo
534255;Lawyer;IT45237770479;Enzio;Stefanelli
534258;Lawyer;IT03361650140;Serena;Raurica
534261;Lawyer;IT26069790751;Giustino;Abatantuono
534264;Lawyer;IT94313370663;Martino;Lucciano
534267;Lawyer;IT30903320312;Arnaldo;Satriani
534270;Lawyer;IT01440080602;Nico;Esposito
534273;Lawyer;IT44978740585;Carmelo;Savorgnan
534276;Lawyer;IT42475440758;Amalia;Mercantini
534279;Lawyer;IT59869590618;Amanda;Schiavo
534282;Lawyer;IT97851550331;Emilio;Nosiglia
534285;Lawyer;IT84402210292;Stefani;Camilleri
534288;Lawyer;IT21141560421;Antonina;Guidotti
534291;Lawyer;IT47025210148;Raffaele;Donati
534294;Lawyer;IT64282060355;Ansaldo;Sagese
534297;Lawyer;IT34704030401;Gilberto;Guglielmi
534300;Lawyer;IT01799601206;Alderano;Modigliani
