:ID;:LABEL;value
374504;SSN;NDACLD40T04B537V
374509;SSN;CTLTTN93E49E448M
374514;SSN;BTTDMC58D64B109R
374519;SSN;NDRBLS91C48A222M
374524;SSN;GTANNZ64T09A876G
374529;SSN;BNRMRN74S13L905K
374534;SSN;MRRRND27S50B655R
374539;SSN;RRCMRN95B15H859Z
374544;SSN;LBRMCL01R48E615D
374549;SSN;BRZRCT57C50B249N
374554;SSN;CLBPRR42H63H552X
374559;SSN;BGNGLR70B09E581M
374564;SSN;CLLNTN64H23G587T
374569;SSN;LSSLLL88T19A184K
374574;SSN;PRTPLN50S20A632N
374579;SSN;GNSVEA62E03B633Z
374584;SSN;SCRNNL67P46C933N
374589;SSN;MRCRST57A62E693Z
374594;SSN;CMPLGN92P08I861H
374599;SSN;PSCLFA69T43B014H
374604;SSN;PCCGLN40M02C773U
374609;SSN;PZZLLN35T05F248V
374614;SSN;CRCCLR57C63I435R
374619;SSN;MRNMBT45B59A444S
374624;SSN;TMSCRL85H64A785X
374629;SSN;BRGFBA44L45G450O
374634;SSN;BCCMRN60P57L933S
374639;SSN;MRNCLL61P04C153K
374644;SSN;NTRGNL68L56M320X
374649;SSN;VSMRMI64H17I365V
374654;SSN;BRFLMR45S59H129C
374659;SSN;RGNLLL14D06C893T
374664;SSN;MRTLRA21T13D575C
374669;SSN;BLBMME24A06A646A
374674;SSN;CVSNGC20E17G593F
374679;SSN;JLNFRC58E55L819L
374684;SSN;NGNRTR91P57A462F
374689;SSN;TMBMLS96D07B730D
374694;SSN;LTRTZN15C45G849H
374699;SSN;VRGMCL04B65I912Z
374704;SSN;CCECSN35P44F378F
374709;SSN;FLRDRN17A15I049I
374714;SSN;BSSRND45H42I420A
374719;SSN;GNNVEA48A24I838A
374724;SSN;CRDLPN86S56C229N
374729;SSN;BRCLDI55L10H094U
374734;SSN;BNSFRD74C63C976V
374739;SSN;BDNVEA72A11B774E
374744;SSN;PRTVNC84L47A629H
374749;SSN;RCCMRN13A13D229N
374754;SSN;SPSSSN75R15A664A
374759;SSN;CSDTTE30H26A388M
374764;SSN;GLVBNT07P52A189W
