:ID;:LABEL;value
4;SSN;BRNRMI27R24A375I
9;SSN;MNTGSR67S42C984H
14;SSN;PCNRMN45T50I903N
19;SSN;VDNRNR79H57C306U
24;SSN;DSCCML86H01A792E
29;SSN;NBLLLR13S02A329D
34;SSN;JVRNTN38S52F186Z
39;SSN;TNNLRZ96T46G902B
44;SSN;DRNZRA77M04B006P
49;SSN;CLMLRN87A49D849J
54;SSN;BGNFBA77H50D503X
59;SSN;CNTNTN24E44L837X
64;SSN;DDURMN96M13I655M
69;SSN;GBRLDN58C59I377Q
74;SSN;LXRHGU86A42H498A
79;SSN;TSLLNE91A54B279M
84;SSN;LPRMRN02H65C738K
89;SSN;TRSLLD59C46E139F
94;SSN;TMBGNE88E11E195P
99;SSN;SNDFDG71C55C957G
104;SSN;RCCJCP36P56I802I
109;SSN;NPLVRN21C10G903Y
114;SSN;RCCGLM88P15H672L
119;SSN;MMOGLN15M59E531D
124;SSN;BBBRMI49A26G910F
129;SSN;LNUGNZ54D65M139H
134;SSN;GRCGRL12H03C613J
139;SSN;MNLRMG13S63A953H
144;SSN;NTNCSN63D14G912Y
149;SSN;CFRLGN58A14F770P
154;SSN;GGLLDC18C56I905Q
159;SSN;GNNDRD23D67F028X
164;SSN;BRSNNI38B22B496W
169;SSN;BRTGCN95R58I280F
174;SSN;FNCLCN17M28C456H
179;SSN;PZZRNF06C68M183B
184;SSN;RRNGLI88E62D882P
189;SSN;SGNMLN30P16C823T
194;SSN;RSTRNZ17H62B950J
199;SSN;CVNNTL45C56G249D
204;SSN;GCCMNC74B04F612I
209;SSN;GNTNNN64L49B297M
214;SSN;SLTRFL50S58I384D
219;SSN;GLDGRN82M06I382M
224;SSN;PNNGFR78T51A738Z
229;SSN;VTTBRR20S24C083L
234;SSN;PLMGRM48T47M424M
239;SSN;PTRMRA05L25H017X
244;SSN;GLPDNL07R09D338C
249;SSN;MNTSTN96S23I531G
254;SSN;PZZLDC84C20D869V
259;SSN;PGFLPN75T64B538G
264;SSN;CMBSVR46C68F832J
269;SSN;LCRGRM52P57C561X
274;SSN;RMZCSN99E02B624L
279;SSN;MCHJLD69L04B896E
284;SSN;RSTRSN05M18D576I
289;SSN;TNSGCH69A60B504I
294;SSN;NNSRND52B60C624F
299;SSN;TTNVEA77T25F325H
304;SSN;DLLSBL67P15E877H
309;SSN;BRSCLD17S17A448D
314;SSN;VRRMBT89P55C968H
319;SSN;PZZSNN91B41L894U
324;SSN;FRNCHL94R52B519D
329;SSN;PRGNCI19H55D944M
334;SSN;CRFLLL91B17C076W
339;SSN;BRTDNI38D18A139Y
344;SSN;PZZRFL94L53A061K
349;SSN;RSSSMT40M20I431N
354;SSN;LMBMND68E19D761B
359;SSN;CDRLLD24E49L023U
364;SSN;GLTLND03S17F093A
369;SSN;TRRSIA37C04L202V
374;SSN;SNGLRT44M02C472H
379;SSN;TRPBNT00B63A591G
384;SSN;FLPTTN30C12I164K
389;SSN;NNLPLT75P25E489B
394;SSN;FOALNI17T04B650P
399;SSN;MRCDNI06L26D010B
404;SSN;MNTRMN14C21E284A
409;SSN;RDEMLN15B17A918J
414;SSN;BCCPRC20C12G068C
419;SSN;SRRDNL71D63D007A
424;SSN;BLLDNI44S07C904Q
429;SSN;TGLFRN65R19B159X
434;SSN;RSSMTT73H54D546N
439;SSN;CMBFST23A66D451W
444;SSN;GDDRLD14M41C649N
449;SSN;MRSMTT45A53L160H
454;SSN;SRNMTT94D51G678W
459;SSN;VCLMRN51A43B159Y
464;SSN;PRTRSN47R49A001W
469;SSN;BRNSIA52H24G613Q
474;SSN;CMMGMR37C42H399S
479;SSN;DLLGST71M45G142X
484;SSN;GNNGNI86E45C442X
489;SSN;BLDVRN06T10A165Y
494;SSN;LNRSNO81H03L781B
499;SSN;LFRRFL71M60A026P
504;SSN;PLMPLN96A01E445S
509;SSN;CHPPLM72A03I657O
514;SSN;TCCSNO49B27B504D
519;SSN;VLLFLV79S53D357H
524;SSN;CRSMSM22R58H815T
529;SSN;BNGBNT54B63H480T
534;SSN;BRNRND83D64B685C
539;SSN;TRVNCL92M47H266J
544;SSN;RSSNNE51B64E544E
549;SSN;TRZMRA97L02H906Y
554;SSN;TRRLNE88L26F027R
559;SSN;SRENTA17C19F724C
564;SSN;BRNGNR54D52G817B
569;SSN;STTBLS71C41A569F
574;SSN;BRGPMN84A54F640L
579;SSN;BRRGLR24B23G111Z
584;SSN;PRNMRS53L19L567L
589;SSN;RNCMLN48H22M269K
594;SSN;GLTCLL16P02L777T
599;SSN;SLGPRC97P15D553G
604;SSN;PRMSLO94E02L118O
609;SSN;BRNDLA08D27C581Y
614;SSN;CRMLFA40H55H097M
619;SSN;RNRTNI54A09B056H
624;SSN;MNTGNZ25S43L425I
629;SSN;TRCRND10S67I493O
634;SSN;NRDNTA41D01G455R
639;SSN;CSRRSL47R26L073I
644;SSN;BNVGRL55R12I654N
649;SSN;TTNLDA83L68E908K
654;SSN;PVNGSN93D52F501E
659;SSN;SMTPMN14P44H311P
664;SSN;PCCDLA34A12D451A
669;SSN;PRCLFA58L60I679C
674;SSN;DNTGNR13A42D334I
679;SSN;GRCRFL18S24C494I
684;SSN;CNDCLR18D53A130B
689;SSN;PTRTMT90B67H253Y
694;SSN;CGUCTN92H24L844U
699;SSN;RSTMRA92H26E618A
704;SSN;RSTVNN82H49C859W
709;SSN;RSLLGN56A01L711O
714;SSN;RSTNTN63L21C904G
719;SSN;SBRGBL01E04C713H
724;SSN;LTTNCL11C55M171F
729;SSN;LZUNTN68R15A443U
734;SSN;GNNPRL58E41C800I
739;SSN;TRMNGC35M11B927V
744;SSN;NTRFMM13D25A006T
749;SSN;CSLMLD28A21M397D
754;SSN;PLCLGO51M27G493L
759;SSN;SSNBCC48C53D848H
764;SSN;FNTFRC42P20A550N
769;SSN;PRPMRN53E62E210Z
774;SSN;FNZCRL90R21F606G
779;SSN;MLNPTR14E65I105S
784;SSN;DSCNDD04P02M272R
789;SSN;SBTVTR40C21B184J
794;SSN;PNTSNR63R18D347G
799;SSN;ZRLCRL49D50G336X
804;SSN;MTAMRN64B66H302A
809;SSN;CLLBLS61A55G084Y
814;SSN;MGLRMD21E56L304Y
819;SSN;MNDPRN93L01H556M
824;SSN;FRMGNL79M43B477S
829;SSN;LBNFLV82E48A320O
834;SSN;TRVPRG52P52B064L
839;SSN;GRCGBL90S17L626S
844;SSN;QSMNNT27H04M011Q
849;SSN;SNTMRS32B27F248I
854;SSN;CSLSNR88D50D938M
859;SSN;PSNCSN81E51A355X
864;SSN;PLMCRT53L23E605S
869;SSN;PRTFLR91C25A318Z
874;SSN;VTTCLC98P48G882O
879;SSN;MNDGLI37P08F705X
884;SSN;BRCNTA23B02H631J
889;SSN;CMRGVN66R16M003P
894;SSN;LMBRFL78M20B002G
