:ID;:LABEL;IVA;first_name;last_name
432;Lawyer;IT62451630271;Luca;Paolucci
435;Lawyer;IT61477970927;Isa;Forza
438;Lawyer;IT44945400149;Antonella;Mazzeo
441;Lawyer;IT52711250036;Dina;Bellucci
444;Lawyer;IT80070970498;Lucia;Beccaria
447;Lawyer;IT02516340870;Isa;Pozzecco
450;Lawyer;IT21048230292;Ciro;Sauro
453;Lawyer;IT33801040800;Elvira;Berengario
456;Lawyer;IT33392950789;Guglielmo;Tonisto
459;Lawyer;IT39425450119;Viridiana;Matteotti
462;Lawyer;IT32049690129;Benito;Borromini
465;Lawyer;IT58125110096;Arnaldo;Bossi
468;Lawyer;IT00965900129;Sebastiano;Murri
471;Lawyer;IT07155250694;Giovanni;Morgagni
474;Lawyer;IT99294190964;Gianfranco;Puccini
477;Lawyer;IT46123950266;Vanessa;Naccari
480;Lawyer;IT85992209990;Orlando;Bottigliero
483;Lawyer;IT79640550970;Benvenuto;Petrassi
486;Lawyer;IT25489640737;Giorgia;Bianchini
489;Lawyer;IT22178010827;Danilo;Mocenigo
492;Lawyer;IT64920460082;Luigi;Romano
495;Lawyer;IT48474660833;Geronimo;Leonetti
498;Lawyer;IT81252990544;Maurilio;Pausini
501;Lawyer;IT41770270936;Laura;Iannelli
504;Lawyer;IT81148790090;Eliana;Versace
507;Lawyer;IT81720260512;Susanna;Barozzi
510;Lawyer;IT01623000583;Adamo;Mogherini
513;Lawyer;IT61055040549;Cipriano;Federici
516;Lawyer;IT31672670416;Coriolano;Romano
519;Lawyer;IT16556810683;Romeo;Ostinelli
522;Lawyer;IT44889210488;Annalisa;Badoer
525;Lawyer;IT92153760605;Laura;Longhena
528;Lawyer;IT87411860775;Arnaldo;Verdone
531;Lawyer;IT31162920362;Irma;Lupo
534;Lawyer;IT07759540508;Rodolfo;Gentili
537;Lawyer;IT21789750946;Federigo;Greco
540;Lawyer;IT90900600512;Cesare;Porzio
543;Lawyer;IT62320330012;Gloria;Errigo
546;Lawyer;IT65874760476;Nadia;Guidotti
549;Lawyer;IT42539470635;Martina;Cagnotto
552;Lawyer;IT46096250124;Franco;Errigo
555;Lawyer;IT05351170609;Raffaella;Torlonia
558;Lawyer;IT17581730797;Giampiero;Redi
561;Lawyer;IT65030660057;Galasso;Bergoglio
564;Lawyer;IT30447000685;Manuel;Michelangeli
567;Lawyer;IT00377870977;Filippo;Surian
570;Lawyer;IT62916270176;Aurora;Simeoni
573;Lawyer;IT17828280556;Michelotto;Malaparte
576;Lawyer;IT11434840549;Margherita;Santi
579;Lawyer;IT96384850226;Adele;Parisi
582;Lawyer;IT55366500688;Armando;Fattori
585;Lawyer;IT70367280651;Damiano;Tosi
588;Lawyer;IT58549420089;Romeo;Randazzo
